path,word,token,phrase,upload_date
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL V/SG ASL Valentine's Day 2025-2-14 Upload/Documentation/SG ASL Valentine's Day 2025-2-14 GIF.gif,valentine's day,VALENTINE'S DAY,Valentine's Day,2025-2-14
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL V/SG ASL Valentine's Day 2025-2-14 Upload/Documentation/SG ASL Valentine's Day 2025-2-14.mkv,valentine's day,VALENTINE'S DAY,Valentine's Day,2025-2-14
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL V/SG ASL Valentine's Day 2025-2-14 Upload/Documentation/SG ASL Valentine's Day 2025-2-14 CC.mp4,valentine's day,VALENTINE'S DAY,Valentine's Day,2025-2-14
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL F/SG ASL Future Near 2025-7-23 Upload/Documentation/SG ASL Future Near 2025-7-23 Captions.webm,future near,FUTURE NEAR,Future Near,2025-7-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL F/SG ASL Future Var 2025-7-23 Upload/Documentation/SG ASL Future Var 2025-7-23 Captions.webm,future var,FUTURE VAR,Future Var,2025-7-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL F/SG ASL Future 2025-7-23 Upload/Documentation/SG ASL Future 2025-7-23 Captions.webm,future,FUTURE,Future,2025-7-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL P/SG ASL Please 2024-10-13 Upload/Documentation/SG ASL Please 2024-10-13 GIF.gif,please,PLEASE,Please,2024-10-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL P/SG ASL Please 2024-10-13 Upload/Documentation/SG ASL Please 2024-10-13.mkv,please,PLEASE,Please,2024-10-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL P/SG ASL Please 2024-10-13 Upload/Documentation/SG ASL Please 2024-10-13 CC.mp4,please,PLEASE,Please,2024-10-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL E/SG ASL Eclipse 2024-4-8 Upload/Documentation/SG ASL Eclipse 2024-4-8 GIF.gif,eclipse,ECLIPSE,Eclipse,2024-4-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL E/SG ASL Eclipse 2024-4-8 Upload/Documentation/SG ASL Eclipse 2024-4-8 CC.mp4,eclipse,ECLIPSE,Eclipse,2024-4-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL E/SG ASL Eclipse 2024-4-8 Upload/Documentation/SG ASL Eclipse 2024-4-8.mkv,eclipse,ECLIPSE,Eclipse,2024-4-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL E/SG ASL Everyone 2025-7-23 Upload/Documentation/SG ASL Everyone 2025-7-23 Captions.webm,everyone,EVERYONE,Everyone,2025-7-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL E/SG ASL Equal Status 2025-7-23 Upload/Documentation/SG ASL Equal Status 2025-7-23 Captions.webm,equal status,EQUAL STATUS,Equal Status,2025-7-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL E/SG ASL Equal 2025-7-23 Upload/Documentation/SG ASL Equal 2025-7-23 Captions.webm,equal,EQUAL,Equal,2025-7-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL W/SG ASL Where Var 2025-7-24 Upload/Documentation/SG ASL Where Var 2025-7-24 Captions.webm,where var,WHERE VAR,Where Var,2025-7-24
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL W/SG ASL Which Var 2025-7-22/SG ASL Which Var 2025-7-22.webm,which var,WHICH VAR,Which Var,2025-7-22
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL W/SG ASL Which Var 2025-7-22/SG ASL Which Var 2025-7-22 Upload/Documentation/SG ASL Which Var 2025-7-22 Captions.webm,which var,WHICH VAR,Which Var,2025-7-22
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL W/SG ASL Which 2025-7-22 Upload/Documentation/SG ASL Which 2025-7-22 Captions.webm,which,WHICH,Which,2025-7-22
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL D/SG ASL Delve 2024-4-9 Upload/Documentation/SG ASL Delve 2024-4-9 CC.mp4,delve,DELVE,Delve,2024-4-9
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL D/SG ASL Delve 2024-4-9 Upload/Documentation/SG ASL Delve 2024-4-9.mkv,delve,DELVE,Delve,2024-4-9
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL D/SG ASL Delve 2024-4-9 Upload/Documentation/SG ASL Delve 2024-4-9 GIF.gif,delve,DELVE,Delve,2024-4-9
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL D/SG ASL Delve Alt 2024-4-9 Upload/Documentation/SG ASL Delve Alt 2024-4-9.mkv,delve alt,DELVE ALT,Delve Alt,2024-4-9
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL D/SG ASL Delve Alt 2024-4-9 Upload/Documentation/SG ASL Delve Alt 2024-4-9 GIF.gif,delve alt,DELVE ALT,Delve Alt,2024-4-9
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL D/SG ASL Delve Alt 2024-4-9 Upload/Documentation/SG ASL Delve Alt 2024-4-9 CC.mp4,delve alt,DELVE ALT,Delve Alt,2024-4-9
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arrow 1 2023-8-22 Upload/SG ASL Arrow 1 2023-8-22.mkv,arrow 1,ARROW 1,Arrow 1,2023-8-22
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arrow 1 2023-8-22 Upload/SG ASL Arrow 1 2023-8-22 CC.mp4,arrow 1,ARROW 1,Arrow 1,2023-8-22
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Multiple people) 2 2023-5-17 Upload/SG ASL Alert (Multiple people) 2 2023-5-17.mkv,alert (multiple people) 2,ALERT (MULTIPLE PEOPLE) 2,Alert (Multiple people) 2,2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Multiple people) 2 2023-5-17 Upload/SG ASL Alert (Multiple people) 2 2023-5-17 CC.gif,alert (multiple people) 2,ALERT (MULTIPLE PEOPLE) 2,Alert (Multiple people) 2,2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL And 1 2023-6-29 Upload/SG ASL And 1 2023-6-29.mkv,and 1,AND 1,And 1,2023-6-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL And 1 2023-6-29 Upload/SG ASL And 1 2023-6-29 CC.gif,and 1,AND 1,And 1,2023-6-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asexual 1 2023-8-29 Upload/SG ASL Asexual 1 2023-8-29 CC.mp4,asexual 1,ASEXUAL 1,Asexual 1,2023-8-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asexual 1 2023-8-29 Upload/SG ASL Asexual 1 2023-8-29.mkv,asexual 1,ASEXUAL 1,Asexual 1,2023-8-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anthem (Alt) 1 2023-7-7 Upload/SG ASL Anthem (Alt) 1 2023-7-7.mkv,anthem (alt) 1,ANTHEM (ALT) 1,Anthem (Alt) 1,2023-7-7
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anthem (Alt) 1 2023-7-7 Upload/SG ASL Anthem (Alt) 1 2023-7-7 CC.mp4,anthem (alt) 1,ANTHEM (ALT) 1,Anthem (Alt) 1,2023-7-7
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Antidote 1 2023-7-9 Upload/SG ASL Antidote 1 2023-7-9.mkv,antidote 1,ANTIDOTE 1,Antidote 1,2023-7-9
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Antidote 1 2023-7-9 Upload/SG ASL Antidote 1 2023-7-9 CC.mp4,antidote 1,ANTIDOTE 1,Antidote 1,2023-7-9
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Awful (Alt) 2023-11-16 Upload/Documentation/SG ASL Awful (Alt) 2023-11-16 GIF.gif,awful (alt),AWFUL (ALT),Awful (Alt),2023-11-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Awful (Alt) 2023-11-16 Upload/Documentation/SG ASL Awful (Alt) 2023-11-16 CC.mp4,awful (alt),AWFUL (ALT),Awful (Alt),2023-11-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Awful (Alt) 2023-11-16 Upload/Documentation/SG ASL Awful (Alt) 2023-11-16.mkv,awful (alt),AWFUL (ALT),Awful (Alt),2023-11-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Army Tank 2023-8-14 Upload/SG ASL Army Tank 2023-8-14.mkv,army tank,ARMY TANK,Army Tank,2023-8-14
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Army Tank 2023-8-14 Upload/SG ASL Army Tank 2023-8-14 CC.mp4,army tank,ARMY TANK,Army Tank,2023-8-14
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) 2 2023-11-12 Upload/Documentation/SG ASL Automatic (Alt) 2 2023-11-12.mkv,automatic (alt) 2,AUTOMATIC (ALT) 2,Automatic (Alt) 2,2023-11-12
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) 2 2023-11-12 Upload/Documentation/SG ASL Automatic (Alt) 2 2023-11-12 GIF.gif,automatic (alt) 2,AUTOMATIC (ALT) 2,Automatic (Alt) 2,2023-11-12
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) 2 2023-11-12 Upload/Documentation/SG ASL Automatic (Alt) 2 2023-11-12 CC.mp4,automatic (alt) 2,AUTOMATIC (ALT) 2,Automatic (Alt) 2,2023-11-12
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Andorra 1 2023-6-29 Upload/SG ASL Andorra 1 2023-6-29 CC.gif,andorra 1,ANDORRA 1,Andorra 1,2023-6-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Andorra 1 2023-6-29 Upload/SG ASL Andorra 1 2023-6-29.mkv,andorra 1,ANDORRA 1,Andorra 1,2023-6-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Assembly Line 1 2023-9-13 Upload/SG ASL Assembly Line 1 2023-9-13.mkv,assembly line 1,ASSEMBLY LINE 1,Assembly Line 1,2023-9-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Assembly Line 1 2023-9-13 Upload/SG ASL Assembly Line 1 2023-9-13 CC.mp4,assembly line 1,ASSEMBLY LINE 1,Assembly Line 1,2023-9-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asset Finance (Alt) 2023-9-17 Upload/SG ASL Asset Finance (Alt) 2023-9-17.mkv,asset finance (alt),ASSET FINANCE (ALT),Asset Finance (Alt),2023-9-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asset Finance (Alt) 2023-9-17 Upload/SG ASL Asset Finance (Alt) 2023-9-17 CC.mp4,asset finance (alt),ASSET FINANCE (ALT),Asset Finance (Alt),2023-9-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anesthesia 2023-6-29 Upload/SG ASL Anesthesia 2023-6-29 CC.gif,anesthesia,ANESTHESIA,Anesthesia,2023-6-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anesthesia 2023-6-29 Upload/SG ASL Anesthesia 2023-6-29.mkv,anesthesia,ANESTHESIA,Anesthesia,2023-6-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arms 1 2023-8-14 Upload/SG ASL Arms 1 2023-8-14.mkv,arms 1,ARMS 1,Arms 1,2023-8-14
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arms 1 2023-8-14 Upload/SG ASL Arms 1 2023-8-14 CC.mp4,arms 1,ARMS 1,Arms 1,2023-8-14
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Axe 2 2023-11-19 Upload/Documentation/SG ASL Axe 2 2023-11-19 CC.mp4,axe 2,AXE 2,Axe 2,2023-11-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Axe 2 2023-11-19 Upload/Documentation/SG ASL Axe 2 2023-11-19 GIF.gif,axe 2,AXE 2,Axe 2,2023-11-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Axe 2 2023-11-19 Upload/Documentation/SG ASL Axe 2 2023-11-19.mkv,axe 2,AXE 2,Axe 2,2023-11-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Archery 2023-8-8 Upload/SG ASL Archery 2023-8-8 CC.mp4,archery,ARCHERY,Archery,2023-8-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Archery 2023-8-8 Upload/SG ASL Archery 2023-8-8.mkv,archery,ARCHERY,Archery,2023-8-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Antonym (Alt) 1 2023-7-14 Upload/SG ASL Antonym (Alt) 1 2023-7-14.mkv,antonym (alt) 1,ANTONYM (ALT) 1,Antonym (Alt) 1,2023-7-14
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Antonym (Alt) 1 2023-7-14 Upload/SG ASL Antonym (Alt) 1 2023-7-14 CC.mp4,antonym (alt) 1,ANTONYM (ALT) 1,Antonym (Alt) 1,2023-7-14
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apprise 2023-8-1 Upload/SG ASL Apprise 2023-8-1.mkv,apprise,APPRISE,Apprise,2023-8-1
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apprise 2023-8-1 Upload/SG ASL Apprise 2023-8-1 CC.mp4,apprise,APPRISE,Apprise,2023-8-1
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Area (Alt) 2023-8-11 Upload/SG ASL Area (Alt) 2023-8-11.mkv,area (alt),AREA (ALT),Area (Alt),2023-8-11
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Area (Alt) 2023-8-11 Upload/SG ASL Area (Alt) 2023-8-11 CC.mp4,area (alt),AREA (ALT),Area (Alt),2023-8-11
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Automatic 1 2023-11-13 Upload/Documentation/SG ASL Automatic 1 2023-11-13.mkv,automatic 1,AUTOMATIC 1,Automatic 1,2023-11-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Automatic 1 2023-11-13 Upload/Documentation/SG ASL Automatic 1 2023-11-13 GIF.gif,automatic 1,AUTOMATIC 1,Automatic 1,2023-11-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Automatic 1 2023-11-13 Upload/Documentation/SG ASL Automatic 1 2023-11-13 CC.mp4,automatic 1,AUTOMATIC 1,Automatic 1,2023-11-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Approval 2023-8-3 Upload/SG ASL Approval 2023-8-3.mkv,approval,APPROVAL,Approval,2023-8-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Approval 2023-8-3 Upload/SG ASL Approval 2023-8-3 CC.mp4,approval,APPROVAL,Approval,2023-8-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Aww 2 2023-11-19 Upload/Documentation/SG ASL Aww 2 2023-11-19 CC.mp4,aww 2,AWW 2,Aww 2,2023-11-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Aww 2 2023-11-19 Upload/Documentation/SG ASL Aww 2 2023-11-19 GIF.gif,aww 2,AWW 2,Aww 2,2023-11-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Aww 2 2023-11-19 Upload/Documentation/SG ASL Aww 2 2023-11-19.mkv,aww 2,AWW 2,Aww 2,2023-11-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apostrophe 2023-7-23 Upload/SG ASL Apostrophe 2023-7-23 CC.mp4,apostrophe,APOSTROPHE,Apostrophe,2023-7-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apostrophe 2023-7-23 Upload/SG ASL Apostrophe 2023-7-23.mkv,apostrophe,APOSTROPHE,Apostrophe,2023-7-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Vigilance) 3 2023-5-18 Upload/SG ASL Alert (Vigilance) 3 2023-5-18.mkv,alert (vigilance) 3,ALERT (VIGILANCE) 3,Alert (Vigilance) 3,2023-5-18
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Vigilance) 3 2023-5-18 Upload/SG ASL Alert (Vigilance) 3 2023-5-18 CC.gif,alert (vigilance) 3,ALERT (VIGILANCE) 3,Alert (Vigilance) 3,2023-5-18
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Angel 2023-6-30 Upload/SG ASL Angel 2023-6-30 CC.gif,angel,ANGEL,Angel,2023-6-30
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Angel 2023-6-30 Upload/SG ASL Angel 2023-6-30.mkv,angel,ANGEL,Angel,2023-6-30
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arena 1 2023-8-12 Upload/SG ASL Arena 1 2023-8-12.mkv,arena 1,ARENA 1,Arena 1,2023-8-12
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arena 1 2023-8-12 Upload/SG ASL Arena 1 2023-8-12 CC.mp4,arena 1,ARENA 1,Arena 1,2023-8-12
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apartment 1 2023-7-20 Upload/SG ASL Apartment 1 2023-7-20 CC.mp4,apartment 1,APARTMENT 1,Apartment 1,2023-7-20
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apartment 1 2023-7-20 Upload/SG ASL Apartment 1 2023-7-20.mkv,apartment 1,APARTMENT 1,Apartment 1,2023-7-20
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apart (Alt) 2023-7-20 Upload/SG ASL Apart (Alt) 2023-7-20 CC.mp4,apart (alt),APART (ALT),Apart (Alt),2023-7-20
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apart (Alt) 2023-7-20 Upload/SG ASL Apart (Alt) 2023-7-20.mkv,apart (alt),APART (ALT),Apart (Alt),2023-7-20
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Assign (Give) Two Handed 2023-9-18 Upload/SG ASL Assign (Give) Two Handed 2023-9-18.mkv,assign (give) two handed,ASSIGN (GIVE) TWO HANDED,Assign (Give) Two Handed,2023-9-18
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Assign (Give) Two Handed 2023-9-18 Upload/SG ASL Assign (Give) Two Handed 2023-9-18 CC.mp4,assign (give) two handed,ASSIGN (GIVE) TWO HANDED,Assign (Give) Two Handed,2023-9-18
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anger 1 2023-7-1 Upload/SG ASL Anger 1 2023-7-1 CC.gif,anger 1,ANGER 1,Anger 1,2023-7-1
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anger 1 2023-7-1 Upload/SG ASL Anger 1 2023-7-1.mkv,anger 1,ANGER 1,Anger 1,2023-7-1
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Archaelogy (Alt) 2023-8-6 Upload/SG ASL Archaelogy (Alt) 2023-8-6 CC.mp4,archaelogy (alt),ARCHAELOGY (ALT),Archaelogy (Alt),2023-8-6
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Archaelogy (Alt) 2023-8-6 Upload/SG ASL Archaelogy (Alt) 2023-8-6.mkv,archaelogy (alt),ARCHAELOGY (ALT),Archaelogy (Alt),2023-8-6
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Aspect 1 2023-9-7 Upload/SG ASL Aspect 1 2023-9-7 CC.mp4,aspect 1,ASPECT 1,Aspect 1,2023-9-7
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Aspect 1 2023-9-7 Upload/SG ASL Aspect 1 2023-9-7.mkv,aspect 1,ASPECT 1,Aspect 1,2023-9-7
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Audicity 1 2023-10-25 Upload/SG ASL Audicity 1 2023-10-25 CC.mp4,audicity 1,AUDICITY 1,Audicity 1,2023-10-25
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Audicity 1 2023-10-25 Upload/SG ASL Audicity 1 2023-10-25.mkv,audicity 1,AUDICITY 1,Audicity 1,2023-10-25
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Audicity 1 2023-10-25 Upload/SG ASL Audicity 1 2023-10-25 GIF.gif,audicity 1,AUDICITY 1,Audicity 1,2023-10-25
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attract 2023-10-23 Upload/SG ASL Attract 2023-10-23 GIF.gif,attract,ATTRACT,Attract,2023-10-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attract 2023-10-23 Upload/SG ASL Attract 2023-10-23.mkv,attract,ATTRACT,Attract,2023-10-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attract 2023-10-23 Upload/SG ASL Attract 2023-10-23 CC.mp4,attract,ATTRACT,Attract,2023-10-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arson 1 2023-8-22 Upload/SG ASL Arson 1 2023-8-22 CC.mp4,arson 1,ARSON 1,Arson 1,2023-8-22
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arson 1 2023-8-22 Upload/SG ASL Arson 1 2023-8-22.mkv,arson 1,ARSON 1,Arson 1,2023-8-22
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Annex 1 2023-7-3 Upload/SG ASL Annex 1 2023-7-3.mkv,annex 1,ANNEX 1,Annex 1,2023-7-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Annex 1 2023-7-3 Upload/SG ASL Annex 1 2023-7-3 CC.gif,annex 1,ANNEX 1,Annex 1,2023-7-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Ashamed 1 2023-8-30 Upload/SG ASL Ashamed 1 2023-8-30.mkv,ashamed 1,ASHAMED 1,Ashamed 1,2023-8-30
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Ashamed 1 2023-8-30 Upload/SG ASL Ashamed 1 2023-8-30 CC.mp4,ashamed 1,ASHAMED 1,Ashamed 1,2023-8-30
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anti 1 2023-7-8 Upload/SG ASL Anti 1 2023-7-8.mkv,anti 1,ANTI 1,Anti 1,2023-7-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anti 1 2023-7-8 Upload/SG ASL Anti 1 2023-7-8 CC.mp4,anti 1,ANTI 1,Anti 1,2023-7-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Inform) 2023-5-17 Upload/SG ASL Alert (Inform) 2023-5-17 CC.gif,alert (inform),ALERT (INFORM),Alert (Inform),2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Inform) 2023-5-17 Upload/SG ASL Alert (Inform) 2023-5-17.mkv,alert (inform),ALERT (INFORM),Alert (Inform),2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Ashamed (Alt) 2023-8-29 Upload/SG ASL Ashamed (Alt) 2023-8-29 CC.mp4,ashamed (alt),ASHAMED (ALT),Ashamed (Alt),2023-8-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Ashamed (Alt) 2023-8-29 Upload/SG ASL Ashamed (Alt) 2023-8-29.mkv,ashamed (alt),ASHAMED (ALT),Ashamed (Alt),2023-8-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Albania 1 2023-5-15 Upload/SG ASL Albania 1 2023-5-15.mkv,albania 1,ALBANIA 1,Albania 1,2023-5-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Albania 1 2023-5-15 Upload/SG ASL Albania 1 2023-5-15 CC.gif,albania 1,ALBANIA 1,Albania 1,2023-5-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Assemble 1 2023-9-13 Upload/SG ASL Assemble 1 2023-9-13.mkv,assemble 1,ASSEMBLE 1,Assemble 1,2023-9-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Assemble 1 2023-9-13 Upload/SG ASL Assemble 1 2023-9-13 CC.mp4,assemble 1,ASSEMBLE 1,Assemble 1,2023-9-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arrive 2023-8-19 Upload/SG ASL Arrive 2023-8-19.mkv,arrive,ARRIVE,Arrive,2023-8-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arrive 2023-8-19 Upload/SG ASL Arrive 2023-8-19 CC.mp4,arrive,ARRIVE,Arrive,2023-8-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Antique 2023-7-11 Upload/SG ASL Antique 2023-7-11.mkv,antique,ANTIQUE,Antique,2023-7-11
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Antique 2023-7-11 Upload/SG ASL Antique 2023-7-11 CC.mp4,antique,ANTIQUE,Antique,2023-7-11
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anxious (Alt) 1 2023-7-15 Upload/SG ASL Anxious (Alt) 1 2023-7-15.mkv,anxious (alt) 1,ANXIOUS (ALT) 1,Anxious (Alt) 1,2023-7-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anxious (Alt) 1 2023-7-15 Upload/SG ASL Anxious (Alt) 1 2023-7-15 CC.mp4,anxious (alt) 1,ANXIOUS (ALT) 1,Anxious (Alt) 1,2023-7-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Austria 1 2023-11-7 Upload/SG ASL Austria 1 2023-11-7 CC.mp4,austria 1,AUSTRIA 1,Austria 1,2023-11-7
