path,word,token,phrase,upload_date
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apply (Pertains to) 2023-7-28 Upload/SG ASL Apply (Pertains to) 2023-7-28.mkv,apply (pertains to),APPLY (PERTAINS TO),Apply (Pertains to),2023-7-28
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apply (Pertains to) 2023-7-28 Upload/SG ASL Apply (Pertains to) 2023-7-28 CC.mp4,apply (pertains to),APPLY (PERTAINS TO),Apply (Pertains to),2023-7-28
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Annual 1 2023-7-5 Upload/SG ASL Annual 1 2023-7-5.mkv,annual 1,ANNUAL 1,Annual 1,2023-7-5
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Annual 1 2023-7-5 Upload/SG ASL Annual 1 2023-7-5 CC.mp4,annual 1,ANNUAL 1,Annual 1,2023-7-5
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Archepeligo 1 2023-8-7 Upload/SG ASL Archepeligo 1 2023-8-7 CC.mp4,archepeligo 1,ARCHEPELIGO 1,Archepeligo 1,2023-8-7
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Archepeligo 1 2023-8-7 Upload/SG ASL Archepeligo 1 2023-8-7.mkv,archepeligo 1,ARCHEPELIGO 1,Archepeligo 1,2023-8-7
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Appreciate 2023-7-31 Upload/SG ASL Appreciate 2023-7-31 CC.mp4,appreciate,APPRECIATE,Appreciate,2023-7-31
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Appreciate 2023-7-31 Upload/SG ASL Appreciate 2023-7-31.mkv,appreciate,APPRECIATE,Appreciate,2023-7-31
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asset 1 2023-9-16 Upload/SG ASL Asset 1 2023-9-16.mkv,asset 1,ASSET 1,Asset 1,2023-9-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asset 1 2023-9-16 Upload/SG ASL Asset 1 2023-9-16 CC.mp4,asset 1,ASSET 1,Asset 1,2023-9-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Animation 1 2023-7-2 Upload/SG ASL Animation 1 2023-7-2.mkv,animation 1,ANIMATION 1,Animation 1,2023-7-2
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Animation 1 2023-7-2 Upload/SG ASL Animation 1 2023-7-2 CC.gif,animation 1,ANIMATION 1,Animation 1,2023-7-2
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anniversary (Alt) 2023-7-4 Upload/SG ASL Anniversary (Alt) 2023-7-4.mkv,anniversary (alt),ANNIVERSARY (ALT),Anniversary (Alt),2023-7-4
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anniversary (Alt) 2023-7-4 Upload/SG ASL Anniversary (Alt) 2023-7-4 CC.gif,anniversary (alt),ANNIVERSARY (ALT),Anniversary (Alt),2023-7-4
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Ardent (Alt) 2023-8-10 Upload/SG ASL Ardent (Alt) 2023-8-10 CC.mp4,ardent (alt),ARDENT (ALT),Ardent (Alt),2023-8-10
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Ardent (Alt) 2023-8-10 Upload/SG ASL Ardent (Alt) 2023-8-10.mkv,ardent (alt),ARDENT (ALT),Ardent (Alt),2023-8-10
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Association 1 2023-9-28 Upload/SG ASL Association 1 2023-9-28.mkv,association 1,ASSOCIATION 1,Association 1,2023-9-28
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Association 1 2023-9-28 Upload/SG ASL Association 1 2023-9-28 CC.mp4,association 1,ASSOCIATION 1,Association 1,2023-9-28
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attack (Variant) 2023-10-15 Upload/SG ASL Attack (Variant) 2023-10-15.mkv,attack (variant),ATTACK (VARIANT),Attack (Variant),2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attack (Variant) 2023-10-15 Upload/SG ASL Attack (Variant) 2023-10-15 GIF.gif,attack (variant),ATTACK (VARIANT),Attack (Variant),2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attack (Variant) 2023-10-15 Upload/SG ASL Attack (Variant) 2023-10-15 CC.mp4,attack (variant),ATTACK (VARIANT),Attack (Variant),2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attorney 2023-10-21 Upload/SG ASL Attorney 2023-10-21.mkv,attorney,ATTORNEY,Attorney,2023-10-21
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attorney 2023-10-21 Upload/SG ASL Attorney 2023-10-21 GIF.gif,attorney,ATTORNEY,Attorney,2023-10-21
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attorney 2023-10-21 Upload/SG ASL Attorney 2023-10-21 CC.mp4,attorney,ATTORNEY,Attorney,2023-10-21
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Artifact 1 2023-8-24 Upload/SG ASL Artifact 1 2023-8-24 CC.mp4,artifact 1,ARTIFACT 1,Artifact 1,2023-8-24
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Artifact 1 2023-8-24 Upload/SG ASL Artifact 1 2023-8-24.mkv,artifact 1,ARTIFACT 1,Artifact 1,2023-8-24
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Around 1 2023-8-15 Upload/SG ASL Around 1 2023-8-15 CC.mp4,around 1,AROUND 1,Around 1,2023-8-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Around 1 2023-8-15 Upload/SG ASL Around 1 2023-8-15.mkv,around 1,AROUND 1,Around 1,2023-8-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Authority Variant 2023-11-10 Upload/Documentation/SG ASL Authority Variant 2023-11-10.mkv,authority variant,AUTHORITY VARIANT,Authority Variant,2023-11-10
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Authority Variant 2023-11-10 Upload/Documentation/SG ASL Authority Variant 2023-11-10 CC.mp4,authority variant,AUTHORITY VARIANT,Authority Variant,2023-11-10
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arc 1 2023-8-6 Upload/SG ASL Arc 1 2023-8-6 CC.mp4,arc 1,ARC 1,Arc 1,2023-8-6
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arc 1 2023-8-6 Upload/SG ASL Arc 1 2023-8-6.mkv,arc 1,ARC 1,Arc 1,2023-8-6
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL At Risk 2023-10-8 Upload/SG ASL At Risk 2023-10-8 CC.mp4,at risk,AT RISK,At Risk,2023-10-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL At Risk 2023-10-8 Upload/SG ASL At Risk 2023-10-8.mkv,at risk,AT RISK,At Risk,2023-10-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Annex Alt 1 2023-7-3 Upload/SG ASL Annex Alt 1 2023-7-3.mkv,annex alt 1,ANNEX ALT 1,Annex Alt 1,2023-7-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Annex Alt 1 2023-7-3 Upload/SG ASL Annex Alt 1 2023-7-3 CC.gif,annex alt 1,ANNEX ALT 1,Annex Alt 1,2023-7-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anesthesia Alt 1 2023-6-29 Upload/SG ASL Anesthesia Alt 1 2023-6-29.mkv,anesthesia alt 1,ANESTHESIA ALT 1,Anesthesia Alt 1,2023-6-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anesthesia Alt 1 2023-6-29 Upload/SG ASL Anesthesia Alt 1 2023-6-29 CC.gif,anesthesia alt 1,ANESTHESIA ALT 1,Anesthesia Alt 1,2023-6-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Astonish (Alt) 2 2023-10-1 Upload/SG ASL Astonish (Alt) 2 2023-10-1 CC.mp4,astonish (alt) 2,ASTONISH (ALT) 2,Astonish (Alt) 2,2023-10-1
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Astonish (Alt) 2 2023-10-1 Upload/SG ASL Astonish (Alt) 2 2023-10-1.mkv,astonish (alt) 2,ASTONISH (ALT) 2,Astonish (Alt) 2,2023-10-1
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attack 1 2023-10-15 Upload/SG ASL Attack 1 2023-10-15 CC.mp4,attack 1,ATTACK 1,Attack 1,2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attack 1 2023-10-15 Upload/SG ASL Attack 1 2023-10-15.mkv,attack 1,ATTACK 1,Attack 1,2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attack 1 2023-10-15 Upload/SG ASL Attack 1 2023-10-15 GIF.gif,attack 1,ATTACK 1,Attack 1,2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Associate (Link) 2023-9-26 Upload/SG ASL Associate (Link) 2023-9-26 CC.mp4,associate (link),ASSOCIATE (LINK),Associate (Link),2023-9-26
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Associate (Link) 2023-9-26 Upload/SG ASL Associate (Link) 2023-9-26.mkv,associate (link),ASSOCIATE (LINK),Associate (Link),2023-9-26
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asia (Archiac) 1 2023-8-30 Upload/SG ASL Asia (Archiac) 1 2023-8-30.mkv,asia (archiac) 1,ASIA (ARCHIAC) 1,Asia (Archiac) 1,2023-8-30
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asia (Archiac) 1 2023-8-30 Upload/SG ASL Asia (Archiac) 1 2023-8-30 CC.mp4,asia (archiac) 1,ASIA (ARCHIAC) 1,Asia (Archiac) 1,2023-8-30
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL As Well 1 2023-8-27 Upload/SG ASL As Well 1 2023-8-27.mkv,as well 1,AS WELL 1,As Well 1,2023-8-27
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL As Well 1 2023-8-27 Upload/SG ASL As Well 1 2023-8-27 CC.mp4,as well 1,AS WELL 1,As Well 1,2023-8-27
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anybody (Alt) 1 2023-7-16 Upload/SG ASL Anybody (Alt) 1 2023-7-16.mkv,anybody (alt) 1,ANYBODY (ALT) 1,Anybody (Alt) 1,2023-7-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Anybody (Alt) 1 2023-7-16 Upload/SG ASL Anybody (Alt) 1 2023-7-16 CC.mp4,anybody (alt) 1,ANYBODY (ALT) 1,Anybody (Alt) 1,2023-7-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Archery (Alt) 2023-8-8 Upload/SG ASL Archery (Alt) 2023-8-8.mkv,archery (alt),ARCHERY (ALT),Archery (Alt),2023-8-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Archery (Alt) 2023-8-8 Upload/SG ASL Archery (Alt) 2023-8-8 CC.mp4,archery (alt),ARCHERY (ALT),Archery (Alt),2023-8-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Aquarium (Alt) 2023-8-4 Upload/SG ASL Aquarium (Alt) 2023-8-4.mkv,aquarium (alt),AQUARIUM (ALT),Aquarium (Alt),2023-8-4
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Aquarium (Alt) 2023-8-4 Upload/SG ASL Aquarium (Alt) 2023-8-4 CC.mp4,aquarium (alt),AQUARIUM (ALT),Aquarium (Alt),2023-8-4
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Autism (Alt) 2 2023-11-11 Upload/Documentation/SG ASL Autism (Alt) 2 2023-11-11 GIF.gif,autism (alt) 2,AUTISM (ALT) 2,Autism (Alt) 2,2023-11-11
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Autism (Alt) 2 2023-11-11 Upload/Documentation/SG ASL Autism (Alt) 2 2023-11-11 CC.mp4,autism (alt) 2,AUTISM (ALT) 2,Autism (Alt) 2,2023-11-11
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Autism (Alt) 2 2023-11-11 Upload/Documentation/SG ASL Autism (Alt) 2 2023-11-11.mkv,autism (alt) 2,AUTISM (ALT) 2,Autism (Alt) 2,2023-11-11
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apron 1 2023-8-4 Upload/SG ASL Apron 1 2023-8-4 CC.mp4,apron 1,APRON 1,Apron 1,2023-8-4
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apron 1 2023-8-4 Upload/SG ASL Apron 1 2023-8-4.mkv,apron 1,APRON 1,Apron 1,2023-8-4
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attack (Alt) 2023-10-15 Upload/SG ASL Attack (Alt) 2023-10-15 GIF.gif,attack (alt),ATTACK (ALT),Attack (Alt),2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attack (Alt) 2023-10-15 Upload/SG ASL Attack (Alt) 2023-10-15 CC.mp4,attack (alt),ATTACK (ALT),Attack (Alt),2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attack (Alt) 2023-10-15 Upload/SG ASL Attack (Alt) 2023-10-15.mkv,attack (alt),ATTACK (ALT),Attack (Alt),2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Architect (Alt) 2023-8-8 Upload/SG ASL Architect (Alt) 2023-8-8.mkv,architect (alt),ARCHITECT (ALT),Architect (Alt),2023-8-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Architect (Alt) 2023-8-8 Upload/SG ASL Architect (Alt) 2023-8-8 CC.mp4,architect (alt),ARCHITECT (ALT),Architect (Alt),2023-8-8
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Audiology 2023-10-25 Upload/SG ASL Audiology 2023-10-25 CC.mp4,audiology,AUDIOLOGY,Audiology,2023-10-25
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Audiology 2023-10-25 Upload/SG ASL Audiology 2023-10-25 GIF.gif,audiology,AUDIOLOGY,Audiology,2023-10-25
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Audiology 2023-10-25 Upload/SG ASL Audiology 2023-10-25.mkv,audiology,AUDIOLOGY,Audiology,2023-10-25
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alcohol 2023-5-17 Upload/SG ASL Alcohol 2023-5-17.mkv,alcohol,ALCOHOL,Alcohol,2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alcohol 2023-5-17 Upload/SG ASL Alcohol 2023-5-17 CC.gif,alcohol,ALCOHOL,Alcohol,2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Australia (Old) 2 2023-11-6 Upload/SG ASL Australia (Old) 2 2023-11-6 GIF.gif,australia (old) 2,AUSTRALIA (OLD) 2,Australia (Old) 2,2023-11-6
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Australia (Old) 2 2023-11-6 Upload/SG ASL Australia (Old) 2 2023-11-6.mkv,australia (old) 2,AUSTRALIA (OLD) 2,Australia (Old) 2,2023-11-6
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Australia (Old) 2 2023-11-6 Upload/SG ASL Australia (Old) 2 2023-11-6 CC.mp4,australia (old) 2,AUSTRALIA (OLD) 2,Australia (Old) 2,2023-11-6
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attention 2023-10-18 Upload/SG ASL Attention 2023-10-18 CC.mp4,attention,ATTENTION,Attention,2023-10-18
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attention 2023-10-18 Upload/SG ASL Attention 2023-10-18 GIF.gif,attention,ATTENTION,Attention,2023-10-18
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attention 2023-10-18 Upload/SG ASL Attention 2023-10-18.mkv,attention,ATTENTION,Attention,2023-10-18
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Approval (Alt) 1 2023-8-3 Upload/SG ASL Approval (Alt) 1 2023-8-3 CC.mp4,approval (alt) 1,APPROVAL (ALT) 1,Approval (Alt) 1,2023-8-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Approval (Alt) 1 2023-8-3 Upload/SG ASL Approval (Alt) 1 2023-8-3.mkv,approval (alt) 1,APPROVAL (ALT) 1,Approval (Alt) 1,2023-8-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arrogant 1 2023-8-19 Upload/SG ASL Arrogant 1 2023-8-19 CC.mp4,arrogant 1,ARROGANT 1,Arrogant 1,2023-8-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arrogant 1 2023-8-19 Upload/SG ASL Arrogant 1 2023-8-19.mkv,arrogant 1,ARROGANT 1,Arrogant 1,2023-8-19
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Article 1 2023-8-23 Upload/SG ASL Article 1 2023-8-23.mkv,article 1,ARTICLE 1,Article 1,2023-8-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Article 1 2023-8-23 Upload/SG ASL Article 1 2023-8-23 CC.mp4,article 1,ARTICLE 1,Article 1,2023-8-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Ask you (Variant) 2 2023-9-3 Upload/SG ASL Ask you (Variant) 2 2023-9-3.mkv,ask you (variant) 2,ASK YOU (VARIANT) 2,Ask you (Variant) 2,2023-9-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Ask you (Variant) 2 2023-9-3 Upload/SG ASL Ask you (Variant) 2 2023-9-3 CC.mp4,ask you (variant) 2,ASK YOU (VARIANT) 2,Ask you (Variant) 2,2023-9-3
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Animal 1 2023-7-2 Upload/SG ASL Animal 1 2023-7-2.mkv,animal 1,ANIMAL 1,Animal 1,2023-7-2
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Animal 1 2023-7-2 Upload/SG ASL Animal 1 2023-7-2 CC.gif,animal 1,ANIMAL 1,Animal 1,2023-7-2
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Appointment 1 2023-7-29 Upload/SG ASL Appointment 1 2023-7-29 CC.mp4,appointment 1,APPOINTMENT 1,Appointment 1,2023-7-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Appointment 1 2023-7-29 Upload/SG ASL Appointment 1 2023-7-29.mkv,appointment 1,APPOINTMENT 1,Appointment 1,2023-7-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Assist (Alt) 2023-9-23 Upload/SG ASL Assist (Alt) 2023-9-23.mkv,assist (alt),ASSIST (ALT),Assist (Alt),2023-9-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Assist (Alt) 2023-9-23 Upload/SG ASL Assist (Alt) 2023-9-23 CC.mp4,assist (alt),ASSIST (ALT),Assist (Alt),2023-9-23
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Appoint 2023-7-29 Upload/SG ASL Appoint 2023-7-29 CC.mp4,appoint,APPOINT,Appoint,2023-7-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Appoint 2023-7-29 Upload/SG ASL Appoint 2023-7-29.mkv,appoint,APPOINT,Appoint,2023-7-29
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Associate Degree 1 2023-9-28 Upload/SG ASL Associate Degree 1 2023-9-28.mkv,associate degree 1,ASSOCIATE DEGREE 1,Associate Degree 1,2023-9-28
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Associate Degree 1 2023-9-28 Upload/SG ASL Associate Degree 1 2023-9-28 CC.mp4,associate degree 1,ASSOCIATE DEGREE 1,Associate Degree 1,2023-9-28
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attempt 2 2023-10-16 Upload/SG ASL Attempt 2 2023-10-16.mkv,attempt 2,ATTEMPT 2,Attempt 2,2023-10-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attempt 2 2023-10-16 Upload/SG ASL Attempt 2 2023-10-16 GIF.gif,attempt 2,ATTEMPT 2,Attempt 2,2023-10-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attempt 2 2023-10-16 Upload/SG ASL Attempt 2 2023-10-16 CC.mp4,attempt 2,ATTEMPT 2,Attempt 2,2023-10-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Askew 1 2023-9-4 Upload/SG ASL Askew 1 2023-9-4.mkv,askew 1,ASKEW 1,Askew 1,2023-9-4
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Askew 1 2023-9-4 Upload/SG ASL Askew 1 2023-9-4 CC.mp4,askew 1,ASKEW 1,Askew 1,2023-9-4
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Aside 1 2023-8-31 Upload/SG ASL Aside 1 2023-8-31 CC.mp4,aside 1,ASIDE 1,Aside 1,2023-8-31
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Aside 1 2023-8-31 Upload/SG ASL Aside 1 2023-8-31.mkv,aside 1,ASIDE 1,Aside 1,2023-8-31
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Person) 1 2023-5-17 Upload/SG ASL Alert (Person) 1 2023-5-17.mkv,alert (person) 1,ALERT (PERSON) 1,Alert (Person) 1,2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Person) 1 2023-5-17 Upload/SG ASL Alert (Person) 1 2023-5-17 CC.gif,alert (person) 1,ALERT (PERSON) 1,Alert (Person) 1,2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alcoholic 2 2023-5-16 Upload/SG ASL Alcoholic 2 2023-5-16 CC.gif,alcoholic 2,ALCOHOLIC 2,Alcoholic 2,2023-5-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alcoholic 2 2023-5-16 Upload/SG ASL Alcoholic 2 2023-5-16.mkv,alcoholic 2,ALCOHOLIC 2,Alcoholic 2,2023-5-16
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Multiple people) 1 2023-5-17 Upload/SG ASL Alert (Multiple people) 1 2023-5-17 CC.gif,alert (multiple people) 1,ALERT (MULTIPLE PEOPLE) 1,Alert (Multiple people) 1,2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Alert (Multiple people) 1 2023-5-17 Upload/SG ASL Alert (Multiple people) 1 2023-5-17.mkv,alert (multiple people) 1,ALERT (MULTIPLE PEOPLE) 1,Alert (Multiple people) 1,2023-5-17
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) Short 2023-11-13 Upload/Documentation/SG ASL Automatic (Alt) Short 2023-11-13 CC.mp4,automatic (alt) short,AUTOMATIC (ALT) SHORT,Automatic (Alt) Short,2023-11-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) Short 2023-11-13 Upload/Documentation/SG ASL Automatic (Alt) Short 2023-11-13.mkv,automatic (alt) short,AUTOMATIC (ALT) SHORT,Automatic (Alt) Short,2023-11-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) Short 2023-11-13 Upload/Documentation/SG ASL Automatic (Alt) Short 2023-11-13 GIF.gif,automatic (alt) short,AUTOMATIC (ALT) SHORT,Automatic (Alt) Short,2023-11-13
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asia (Alt) 1 2023-8-30 Upload/SG ASL Asia (Alt) 1 2023-8-30 CC.mp4,asia (alt) 1,ASIA (ALT) 1,Asia (Alt) 1,2023-8-30
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Asia (Alt) 1 2023-8-30 Upload/SG ASL Asia (Alt) 1 2023-8-30.mkv,asia (alt) 1,ASIA (ALT) 1,Asia (Alt) 1,2023-8-30
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attach 1 2023-10-15 Upload/SG ASL Attach 1 2023-10-15 CC.mp4,attach 1,ATTACH 1,Attach 1,2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Attach 1 2023-10-15 Upload/SG ASL Attach 1 2023-10-15.mkv,attach 1,ATTACH 1,Attach 1,2023-10-15
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arabic 2023-8-5 Upload/SG ASL Arabic 2023-8-5.mkv,arabic,ARABIC,Arabic,2023-8-5
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Arabic 2023-8-5 Upload/SG ASL Arabic 2023-8-5 CC.mp4,arabic,ARABIC,Arabic,2023-8-5
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apparent (Alt) 1 2023-7-24 Upload/SG ASL Apparent (Alt) 1 2023-7-24.mkv,apparent (alt) 1,APPARENT (ALT) 1,Apparent (Alt) 1,2023-7-24
/content/drive/MyDrive/asl_app_data/SG ASL Dictionary/ASL A/SG ASL Apparent (Alt) 1 2023-7-24 Upload/SG ASL Apparent (Alt) 1 2023-7-24 CC.mp4,apparent (alt) 1,APPARENT (ALT) 1,Apparent (Alt) 1,2023-7-24
