path,filename,word,phrase,upload_date,token
/content/asl_app_data/dictionary/SG ASL Bagel (Alt) 1 2023-12-15 CC.mp4,SG ASL Bagel (Alt) 1 2023-12-15 CC.mp4,Bagel,,2023-12-15,
/content/asl_app_data/dictionary/SG ASL Baguette 2023-12-16 CC.mp4,SG ASL Baguette 2023-12-16 CC.mp4,Baguette,,2023-12-16,
/content/asl_app_data/dictionary/SG ASL Bahamas 2 2023-12-16 CC.mp4,SG ASL Bahamas 2 2023-12-16 CC.mp4,Bahamas,,2023-12-16,
/content/asl_app_data/dictionary/SG ASL Bahrain 2 2023-12-16 CC.mp4,SG ASL Bahrain 2 2023-12-16 CC.mp4,Bahrain,,2023-12-16,
"/content/asl_app_data/dictionary/SG ASL Baird, Chuck 2 2023-12-17 CC.mp4","SG ASL Baird, Chuck 2 2023-12-17 CC.mp4",,"Baird, Chuck",2023-12-17,
/content/asl_app_data/dictionary/SG ASL Bait 1 2023-12-17 CC.mp4,SG ASL Bait 1 2023-12-17 CC.mp4,Bait,,2023-12-17,
/content/asl_app_data/dictionary/SG ASL Bake 2023-12-17 CC.mp4,SG ASL Bake 2023-12-17 CC.mp4,Bake,,2023-12-17,
/content/asl_app_data/dictionary/SG ASL Balance (Alt) 2023-12-17 CC.mp4,SG ASL Balance (Alt) 2023-12-17 CC.mp4,Balance,,2023-12-17,
/content/asl_app_data/dictionary/SG ASL Balcony 1 2023-12-18 CC.mp4,SG ASL Balcony 1 2023-12-18 CC.mp4,Balcony,,2023-12-18,
/content/asl_app_data/dictionary/SG ASL Bald 2 2023-12-18 CC.mp4,SG ASL Bald 2 2023-12-18 CC.mp4,Bald,,2023-12-18,
/content/asl_app_data/dictionary/SG ASL Baliff 3 2023-12-18 CC.mp4,SG ASL Baliff 3 2023-12-18 CC.mp4,Baliff,,2023-12-18,
/content/asl_app_data/dictionary/SG ASL Balk 2023-12-18 CC.mp4,SG ASL Balk 2023-12-18 CC.mp4,Balk,,2023-12-18,
/content/asl_app_data/dictionary/SG ASL Ball (Alt) 2023-12-18 CC.mp4,SG ASL Ball (Alt) 2023-12-18 CC.mp4,Ball,,2023-12-18,
/content/asl_app_data/dictionary/SG ASL Ball Cap 1 2023-12-19 CC.mp4,SG ASL Ball Cap 1 2023-12-19 CC.mp4,,Ball Cap,2023-12-19,
/content/asl_app_data/dictionary/SG ASL Ball (Dance) 3 2023-12-18 CC.mp4,SG ASL Ball (Dance) 3 2023-12-18 CC.mp4,,Ball Dance,2023-12-18,
/content/asl_app_data/dictionary/SG ASL Ballerina 2023-12-19 CC.mp4,SG ASL Ballerina 2023-12-19 CC.mp4,Ballerina,,2023-12-19,
/content/asl_app_data/dictionary/SG ASL Ballistic 1 2023-12-19 CC.mp4,SG ASL Ballistic 1 2023-12-19 CC.mp4,Ballistic,,2023-12-19,
/content/asl_app_data/dictionary/SG ASL Balloon (Alt) 2023-12-20 CC.mp4,SG ASL Balloon (Alt) 2023-12-20 CC.mp4,Balloon,,2023-12-20,
/content/asl_app_data/dictionary/SG ASL Ballot 1 2023-12-20 CC.mp4,SG ASL Ballot 1 2023-12-20 CC.mp4,Ballot,,2023-12-20,
/content/asl_app_data/dictionary/SG ASL Ballroom 1 2023-12-20 CC.mp4,SG ASL Ballroom 1 2023-12-20 CC.mp4,Ballroom,,2023-12-20,
/content/asl_app_data/dictionary/SG ASL Baloney 2 2023-12-20 CC.mp4,SG ASL Baloney 2 2023-12-20 CC.mp4,Baloney,,2023-12-20,
/content/asl_app_data/dictionary/SG ASL Baltimore (Alt) 2023-12-21 CC.mp4,SG ASL Baltimore (Alt) 2023-12-21 CC.mp4,Baltimore,,2023-12-21,
/content/asl_app_data/dictionary/SG ASL Bam 3 2023-12-21 CC.mp4,SG ASL Bam 3 2023-12-21 CC.mp4,Bam,,2023-12-21,
/content/asl_app_data/dictionary/SG ASL Bamboozle 2023-12-22 CC.mp4,SG ASL Bamboozle 2023-12-22 CC.mp4,Bamboozle,,2023-12-22,
/content/asl_app_data/dictionary/SG ASL Ban (Alt) 2023-12-23 CC.mp4,SG ASL Ban (Alt) 2023-12-23 CC.mp4,Ban,,2023-12-23,
/content/asl_app_data/dictionary/SG ASL Banal 1 2023-12-23 CC.mp4,SG ASL Banal 1 2023-12-23 CC.mp4,Banal,,2023-12-23,
/content/asl_app_data/dictionary/SG ASL Banana Alt 2 2023-12-24 CC.mp4,SG ASL Banana Alt 2 2023-12-24 CC.mp4,Banana,,2023-12-24,
/content/asl_app_data/dictionary/SG ASL Band 2024-1-3 CC.mp4,SG ASL Band 2024-1-3 CC.mp4,Band,,2024-1-3,
/content/asl_app_data/dictionary/SG ASL Band Aid 2023-12-30 CC.mp4,SG ASL Band Aid 2023-12-30 CC.mp4,,Band Aid,2023-12-30,
/content/asl_app_data/dictionary/SG ASL Band (Alt) 90 Degree 2023-12-24 CC.mp4,SG ASL Band (Alt) 90 Degree 2023-12-24 CC.mp4,,Band Degree,2023-12-24,
/content/asl_app_data/dictionary/SG ASL Band (Alt) 90 Degree Variant 2023-12-24 CC.mp4,SG ASL Band (Alt) 90 Degree Variant 2023-12-24 CC.mp4,,Band Degree Variant,2023-12-24,
/content/asl_app_data/dictionary/SG ASL Band Music 2024-1-1 CC.mp4,SG ASL Band Music 2024-1-1 CC.mp4,,Band Music,2024-1-1,
/content/asl_app_data/dictionary/SG ASL Band Music (Other Variant) 2023-12-30 CC.mp4,SG ASL Band Music (Other Variant) 2023-12-30 CC.mp4,,Band Music Other Variant,2023-12-30,
/content/asl_app_data/dictionary/SG ASL Band Music (Variant) 2023-12-31 CC.mp4,SG ASL Band Music (Variant) 2023-12-31 CC.mp4,,Band Music Variant,2023-12-31,
/content/asl_app_data/dictionary/SG ASL Band Music (Variant Extended) 2023-12-31 CC.mp4,SG ASL Band Music (Variant Extended) 2023-12-31 CC.mp4,,Band Music Variant Extended,2023-12-31,
/content/asl_app_data/dictionary/SG ASL Bandage 3 2024-1-1 CC.mp4,SG ASL Bandage 3 2024-1-1 CC.mp4,Bandage,,2024-1-1,
/content/asl_app_data/dictionary/SG ASL Bandit (Alt) 2024-1-2 CC.mp4,SG ASL Bandit (Alt) 2024-1-2 CC.mp4,Bandit,,2024-1-2,
/content/asl_app_data/dictionary/SG ASL Bandit (Variant) 2 2024-1-2 CC.mp4,SG ASL Bandit (Variant) 2 2024-1-2 CC.mp4,,Bandit Variant,2024-1-2,
/content/asl_app_data/dictionary/SG ASL Bang 1 2024-1-4 CC.mp4,SG ASL Bang 1 2024-1-4 CC.mp4,Bang,,2024-1-4,
/content/asl_app_data/dictionary/SG ASL Bang Up 2 2024-1-4 CC.mp4,SG ASL Bang Up 2 2024-1-4 CC.mp4,,Bang Up,2024-1-4,
/content/asl_app_data/dictionary/SG ASL Bangkok 2024-1-4 CC.mp4,SG ASL Bangkok 2024-1-4 CC.mp4,Bangkok,,2024-1-4,
/content/asl_app_data/dictionary/SG ASL Bangs 2 2024-1-4 CC.mp4,SG ASL Bangs 2 2024-1-4 CC.mp4,Bangs,,2024-1-4,
/content/asl_app_data/dictionary/SG ASL Banish (Alt) 1 2024-1-4 CC.mp4,SG ASL Banish (Alt) 1 2024-1-4 CC.mp4,Banish,,2024-1-4,
/content/asl_app_data/dictionary/SG ASL Banjo 2024-1-4 CC.mp4,SG ASL Banjo 2024-1-4 CC.mp4,Banjo,,2024-1-4,
/content/asl_app_data/dictionary/SG ASL Bank 3 2024-1-5 CC.mp4,SG ASL Bank 3 2024-1-5 CC.mp4,Bank,,2024-1-5,
/content/asl_app_data/dictionary/SG ASL Bankrupt (Sad Alt) 2024-1-5 CC.mp4,SG ASL Bankrupt (Sad Alt) 2024-1-5 CC.mp4,,Bankrupt Sad,2024-1-5,
/content/asl_app_data/dictionary/SG ASL Banner (Alt) 2024-1-6 CC.mp4,SG ASL Banner (Alt) 2024-1-6 CC.mp4,Banner,,2024-1-6,
/content/asl_app_data/dictionary/SG ASL Banquet 3 2024-1-7 CC.mp4,SG ASL Banquet 3 2024-1-7 CC.mp4,Banquet,,2024-1-7,
/content/asl_app_data/dictionary/SG ASL Banter 2 2024-1-7 CC.mp4,SG ASL Banter 2 2024-1-7 CC.mp4,Banter,,2024-1-7,
/content/asl_app_data/dictionary/SG ASL Baptism 3 2024-1-9 CC.mp4,SG ASL Baptism 3 2024-1-9 CC.mp4,Baptism,,2024-1-9,
/content/asl_app_data/dictionary/SG ASL Baptism (Extended) 2024-1-8 CC.mp4,SG ASL Baptism (Extended) 2024-1-8 CC.mp4,,Baptism Extended,2024-1-8,
/content/asl_app_data/dictionary/SG ASL Baptism (Other) 2024-1-9 CC.mp4,SG ASL Baptism (Other) 2024-1-9 CC.mp4,,Baptism Other,2024-1-9,
/content/asl_app_data/dictionary/SG ASL Baptism (Variant) 2024-1-9 CC.mp4,SG ASL Baptism (Variant) 2024-1-9 CC.mp4,,Baptism Variant,2024-1-9,
/content/asl_app_data/dictionary/SG ASL Bar 2024-1-18 CC.mp4,SG ASL Bar 2024-1-18 CC.mp4,Bar,,2024-1-18,
/content/asl_app_data/dictionary/SG ASL Bar (Block) 2024-1-9 CC.mp4,SG ASL Bar (Block) 2024-1-9 CC.mp4,,Bar Block,2024-1-9,
/content/asl_app_data/dictionary/SG ASL Bar Mitzvah 3 2024-1-11 CC.mp4,SG ASL Bar Mitzvah 3 2024-1-11 CC.mp4,,Bar Mitzvah,2024-1-11,
/content/asl_app_data/dictionary/SG ASL Bar (Prevent) 2024-1-10 CC.mp4,SG ASL Bar (Prevent) 2024-1-10 CC.mp4,,Bar Prevent,2024-1-10,
/content/asl_app_data/dictionary/SG ASL Bar (Rod Alt) 2024-1-10 CC.mp4,SG ASL Bar (Rod Alt) 2024-1-10 CC.mp4,,Bar Rod,2024-1-10,
/content/asl_app_data/dictionary/SG ASL Barbados (Alt) 2024-1-11 CC.mp4,SG ASL Barbados (Alt) 2024-1-11 CC.mp4,Barbados,,2024-1-11,
/content/asl_app_data/dictionary/SG ASL Barbaric 3 2024-1-11 CC.mp4,SG ASL Barbaric 3 2024-1-11 CC.mp4,Barbaric,,2024-1-11,
/content/asl_app_data/dictionary/SG ASL Barbed Wire 3 2024-1-12 CC.mp4,SG ASL Barbed Wire 3 2024-1-12 CC.mp4,,Barbed Wire,2024-1-12,
/content/asl_app_data/dictionary/SG ASL Barber (Alt) 2024-1-12 CC.mp4,SG ASL Barber (Alt) 2024-1-12 CC.mp4,Barber,,2024-1-12,
/content/asl_app_data/dictionary/SG ASL Barcelona 2 2024-1-13 CC.mp4,SG ASL Barcelona 2 2024-1-13 CC.mp4,Barcelona,,2024-1-13,
/content/asl_app_data/dictionary/SG ASL Bare (Alt) 2024-1-13 CC.mp4,SG ASL Bare (Alt) 2024-1-13 CC.mp4,Bare,,2024-1-13,
/content/asl_app_data/dictionary/SG ASL Barely (Alt) 2024-1-13 CC.mp4,SG ASL Barely (Alt) 2024-1-13 CC.mp4,Barely,,2024-1-13,
/content/asl_app_data/dictionary/SG ASL Barely (Variant) 2 2024-1-13 CC.mp4,SG ASL Barely (Variant) 2 2024-1-13 CC.mp4,,Barely Variant,2024-1-13,
/content/asl_app_data/dictionary/SG ASL Bargain (Variant) 4 2024-1-13 CC.mp4,SG ASL Bargain (Variant) 4 2024-1-13 CC.mp4,,Bargain Variant,2024-1-13,
/content/asl_app_data/dictionary/SG ASL Bargin (Alt) 4 2024-1-14 CC.mp4,SG ASL Bargin (Alt) 4 2024-1-14 CC.mp4,Bargin,,2024-1-14,
/content/asl_app_data/dictionary/SG ASL Bark (Alt) 2 2024-1-14 CC.mp4,SG ASL Bark (Alt) 2 2024-1-14 CC.mp4,Bark,,2024-1-14,
/content/asl_app_data/dictionary/SG ASL Bark (Wood) 2024-1-14 CC.mp4,SG ASL Bark (Wood) 2024-1-14 CC.mp4,,Bark Wood,2024-1-14,
/content/asl_app_data/dictionary/SG ASL Barn 2 2024-1-15 CC.mp4,SG ASL Barn 2 2024-1-15 CC.mp4,Barn,,2024-1-15,
/content/asl_app_data/dictionary/SG ASL Barn (Extended) 2024-1-15 CC.mp4,SG ASL Barn (Extended) 2024-1-15 CC.mp4,,Barn Extended,2024-1-15,
/content/asl_app_data/dictionary/SG ASL Barometer 1 2024-1-16 CC.mp4,SG ASL Barometer 1 2024-1-16 CC.mp4,Barometer,,2024-1-16,
/content/asl_app_data/dictionary/SG ASL Barrage (Gun) 3 2024-1-16 CC.mp4,SG ASL Barrage (Gun) 3 2024-1-16 CC.mp4,,Barrage Gun,2024-1-16,
/content/asl_app_data/dictionary/SG ASL Barrage (Question) 2 2024-1-17 CC.mp4,SG ASL Barrage (Question) 2 2024-1-17 CC.mp4,,Barrage Question,2024-1-17,
/content/asl_app_data/dictionary/SG ASL Barrage (Requests) 2 2024-1-17 CC.mp4,SG ASL Barrage (Requests) 2 2024-1-17 CC.mp4,,Barrage Requests,2024-1-17,
/content/asl_app_data/dictionary/SG ASL Barren 3 2024-1-17 CC.mp4,SG ASL Barren 3 2024-1-17 CC.mp4,Barren,,2024-1-17,
/content/asl_app_data/dictionary/SG ASL Barrier 2024-1-18 CC.mp4,SG ASL Barrier 2024-1-18 CC.mp4,Barrier,,2024-1-18,
/content/asl_app_data/dictionary/SG ASL Barter 2 2024-1-18 CC.mp4,SG ASL Barter 2 2024-1-18 CC.mp4,Barter,,2024-1-18,
/content/asl_app_data/dictionary/SG ASL Base on 3 2024-1-18 CC.mp4,SG ASL Base on 3 2024-1-18 CC.mp4,,Base on,2024-1-18,
/content/asl_app_data/dictionary/SG ASL Baseball 2 2024-1-19 CC.mp4,SG ASL Baseball 2 2024-1-19 CC.mp4,Baseball,,2024-1-19,
/content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt) 2024-1-21 CC.mp4,SG ASL Baseball Glove (Alt) 2024-1-21 CC.mp4,,Baseball Glove,2024-1-21,
/content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt Extended) 2 2024-1-20 CC.mp4,SG ASL Baseball Glove (Alt Extended) 2 2024-1-20 CC.mp4,,Baseball Glove Extended,2024-1-20,
/content/asl_app_data/dictionary/SG ASL Baseball Pitcher 2024-1-21 CC.mp4,SG ASL Baseball Pitcher 2024-1-21 CC.mp4,,Baseball Pitcher,2024-1-21,
/content/asl_app_data/dictionary/SG ASL Baseball player 2024-1-21 CC.mp4,SG ASL Baseball player 2024-1-21 CC.mp4,,Baseball player,2024-1-21,
/content/asl_app_data/dictionary/SG ASL Based on 2 2024-1-21 CC.mp4,SG ASL Based on 2 2024-1-21 CC.mp4,,Based on,2024-1-21,
/content/asl_app_data/dictionary/SG ASL Baseless 2 2024-1-21 CC.mp4,SG ASL Baseless 2 2024-1-21 CC.mp4,Baseless,,2024-1-21,
/content/asl_app_data/dictionary/SG ASL Basement 2 2024-1-22 CC.mp4,SG ASL Basement 2 2024-1-22 CC.mp4,Basement,,2024-1-22,
/content/asl_app_data/dictionary/SG ASL Bash (Criticize) 4 2024-1-24 CC.mp4,SG ASL Bash (Criticize) 4 2024-1-24 CC.mp4,,Bash Criticize,2024-1-24,
/content/asl_app_data/dictionary/SG ASL Bash (Party) 2024-1-24 CC.mp4,SG ASL Bash (Party) 2024-1-24 CC.mp4,,Bash Party,2024-1-24,
/content/asl_app_data/dictionary/SG ASL Bash (Physical) 2 2024-1-24 CC.mp4,SG ASL Bash (Physical) 2 2024-1-24 CC.mp4,,Bash Physical,2024-1-24,
/content/asl_app_data/dictionary/SG ASL Bashful 2 2024-1-24 CC.mp4,SG ASL Bashful 2 2024-1-24 CC.mp4,Bashful,,2024-1-24,
/content/asl_app_data/dictionary/SG ASL Basic 2 2024-1-24 CC.mp4,SG ASL Basic 2 2024-1-24 CC.mp4,Basic,,2024-1-24,
/content/asl_app_data/dictionary/SG ASL Basket 3 2024-1-25 CC.mp4,SG ASL Basket 3 2024-1-25 CC.mp4,Basket,,2024-1-25,
/content/asl_app_data/dictionary/SG ASL Basketball (Alt) 2024-1-25 CC.mp4,SG ASL Basketball (Alt) 2024-1-25 CC.mp4,Basketball,,2024-1-25,
/content/asl_app_data/dictionary/SG ASL Basketball (Variant) 2024-1-25 CC.mp4,SG ASL Basketball (Variant) 2024-1-25 CC.mp4,,Basketball Variant,2024-1-25,
/content/asl_app_data/dictionary/SG ASL Bastard 2 2024-1-30 CC.mp4,SG ASL Bastard 2 2024-1-30 CC.mp4,Bastard,,2024-1-30,
/content/asl_app_data/dictionary/SG ASL Bat (Animal) 2 2024-1-31 CC.mp4,SG ASL Bat (Animal) 2 2024-1-31 CC.mp4,,Bat Animal,2024-1-31,
/content/asl_app_data/dictionary/SG ASL Bat Mitzvah 2 2024-2-1 CC.mp4,SG ASL Bat Mitzvah 2 2024-2-1 CC.mp4,,Bat Mitzvah,2024-2-1,
/content/asl_app_data/dictionary/SG ASL Bat (Wood) 1 2024-2-1 CC.mp4,SG ASL Bat (Wood) 1 2024-2-1 CC.mp4,,Bat Wood,2024-2-1,
/content/asl_app_data/dictionary/SG ASL Batch 1 2024-2-1 CC.mp4,SG ASL Batch 1 2024-2-1 CC.mp4,Batch,,2024-2-1,
/content/asl_app_data/dictionary/SG ASL Batch 2 Handed 2024-2-1 CC.mp4,SG ASL Batch 2 Handed 2024-2-1 CC.mp4,,Batch Handed,2024-2-1,
/content/asl_app_data/dictionary/SG ASL Bath 2024-2-5 CC.mp4,SG ASL Bath 2024-2-5 CC.mp4,Bath,,2024-2-5,
/content/asl_app_data/dictionary/SG ASL Bathing Suit (2 Piece) 2 2024-2-2 CC.mp4,SG ASL Bathing Suit (2 Piece) 2 2024-2-2 CC.mp4,,Bathing Suit Piece,2024-2-2,
"/content/asl_app_data/dictionary/SG ASL Bathing Suit (2 Piece, Alt) 2024-2-2 CC.mp4","SG ASL Bathing Suit (2 Piece, Alt) 2024-2-2 CC.mp4",,"Bathing Suit Piece,",2024-2-2,
/content/asl_app_data/dictionary/SG ASL Bathing suit (1 Piece) 2024-2-2 CC.mp4,SG ASL Bathing suit (1 Piece) 2024-2-2 CC.mp4,,Bathing suit Piece,2024-2-2,
/content/asl_app_data/dictionary/SG ASL Bathing suit (Trunks) 2024-2-3 CC.mp4,SG ASL Bathing suit (Trunks) 2024-2-3 CC.mp4,,Bathing suit Trunks,2024-2-3,
/content/asl_app_data/dictionary/SG ASL Bathrobe 2024-2-4 CC.mp4,SG ASL Bathrobe 2024-2-4 CC.mp4,Bathrobe,,2024-2-4,
/content/asl_app_data/dictionary/SG ASL Bathroom 3 2024-2-4 CC.mp4,SG ASL Bathroom 3 2024-2-4 CC.mp4,Bathroom,,2024-2-4,
/content/asl_app_data/dictionary/SG ASL Bathroom (Short) 2 2024-2-4 CC.mp4,SG ASL Bathroom (Short) 2 2024-2-4 CC.mp4,,Bathroom Short,2024-2-4,
/content/asl_app_data/dictionary/SG ASL Bathtime 2024-2-5 CC.mp4,SG ASL Bathtime 2024-2-5 CC.mp4,Bathtime,,2024-2-5,
/content/asl_app_data/dictionary/SG ASL Batman 1 2024-2-6 CC.mp4,SG ASL Batman 1 2024-2-6 CC.mp4,Batman,,2024-2-6,
/content/asl_app_data/dictionary/SG ASL Batman (Other) 2024-2-5 CC.mp4,SG ASL Batman (Other) 2024-2-5 CC.mp4,,Batman Other,2024-2-5,
/content/asl_app_data/dictionary/SG ASL Batman (Variant) 2024-2-6 CC.mp4,SG ASL Batman (Variant) 2024-2-6 CC.mp4,,Batman Variant,2024-2-6,
/content/asl_app_data/dictionary/SG ASL Baton Rouge 1 2024-2-7 CC.mp4,SG ASL Baton Rouge 1 2024-2-7 CC.mp4,,Baton Rouge,2024-2-7,
/content/asl_app_data/dictionary/SG ASL Batter 2024-2-8 CC.mp4,SG ASL Batter 2024-2-8 CC.mp4,Batter,,2024-2-8,
/content/asl_app_data/dictionary/SG ASL Battery (Alt) 2024-2-7 CC.mp4,SG ASL Battery (Alt) 2024-2-7 CC.mp4,Battery,,2024-2-7,
/content/asl_app_data/dictionary/SG ASL Battery (Variant) 2024-2-8 CC.mp4,SG ASL Battery (Variant) 2024-2-8 CC.mp4,,Battery Variant,2024-2-8,
/content/asl_app_data/dictionary/SG ASL Batting Average 2024-2-9 CC.mp4,SG ASL Batting Average 2024-2-9 CC.mp4,,Batting Average,2024-2-9,
/content/asl_app_data/dictionary/SG ASL Batting Practice 3 2024-2-10 CC.mp4,SG ASL Batting Practice 3 2024-2-10 CC.mp4,,Batting Practice,2024-2-10,
/content/asl_app_data/dictionary/SG ASL Battle 2024-2-10 CC.mp4,SG ASL Battle 2024-2-10 CC.mp4,Battle,,2024-2-10,
/content/asl_app_data/dictionary/SG ASL Battle (Act) 2024-2-10 CC.mp4,SG ASL Battle (Act) 2024-2-10 CC.mp4,,Battle Act,2024-2-10,
/content/asl_app_data/dictionary/SG ASL Bawl (Cry) 2024-2-10 CC.mp4,SG ASL Bawl (Cry) 2024-2-10 CC.mp4,,Bawl Cry,2024-2-10,
/content/asl_app_data/dictionary/SG ASL Bawl (Yell) 2024-2-11 CC.mp4,SG ASL Bawl (Yell) 2024-2-11 CC.mp4,,Bawl Yell,2024-2-11,
"/content/asl_app_data/dictionary/SG ASL Bawl (Yell, at me) 2024-2-11 CC.mp4","SG ASL Bawl (Yell, at me) 2024-2-11 CC.mp4",,"Bawl Yell, at me",2024-2-11,
/content/asl_app_data/dictionary/SG ASL Bay 2 2024-2-11 CC.mp4,SG ASL Bay 2 2024-2-11 CC.mp4,Bay,,2024-2-11,
/content/asl_app_data/dictionary/SG ASL Be Seated 2024-2-12 CC.mp4,SG ASL Be Seated 2024-2-12 CC.mp4,,Be Seated,2024-2-12,
/content/asl_app_data/dictionary/SG ASL Be Yourself 2024-2-12 CC.mp4,SG ASL Be Yourself 2024-2-12 CC.mp4,,Be Yourself,2024-2-12,
/content/asl_app_data/dictionary/SG ASL Beach (Alt) 1 2024-2-12 CC.mp4,SG ASL Beach (Alt) 1 2024-2-12 CC.mp4,Beach,,2024-2-12,
/content/asl_app_data/dictionary/SG ASL Bead 2 2024-2-13 CC.mp4,SG ASL Bead 2 2024-2-13 CC.mp4,Bead,,2024-2-13,
/content/asl_app_data/dictionary/SG ASL Bead Necklace 2024-2-14 CC.mp4,SG ASL Bead Necklace 2024-2-14 CC.mp4,,Bead Necklace,2024-2-14,
/content/asl_app_data/dictionary/SG ASL Beak 2 2024-2-14 CC.mp4,SG ASL Beak 2 2024-2-14 CC.mp4,Beak,,2024-2-14,
/content/asl_app_data/dictionary/SG ASL Beak (Variant) 2 2024-2-14 CC.mp4,SG ASL Beak (Variant) 2 2024-2-14 CC.mp4,,Beak Variant,2024-2-14,
/content/asl_app_data/dictionary/SG ASL Beam 1 2024-2-15 CC.mp4,SG ASL Beam 1 2024-2-15 CC.mp4,Beam,,2024-2-15,
/content/asl_app_data/dictionary/SG ASL Beam (Headlight) 2024-2-14 CC.mp4,SG ASL Beam (Headlight) 2024-2-14 CC.mp4,,Beam Headlight,2024-2-14,
/content/asl_app_data/dictionary/SG ASL Beam (Smile) 3 2024-2-14 CC.mp4,SG ASL Beam (Smile) 3 2024-2-14 CC.mp4,,Beam Smile,2024-2-14,
/content/asl_app_data/dictionary/SG ASL Beanie 2024-2-15 CC.mp4,SG ASL Beanie 2024-2-15 CC.mp4,Beanie,,2024-2-15,
/content/asl_app_data/dictionary/SG ASL Bear (Alt) 2024-2-15 CC.mp4,SG ASL Bear (Alt) 2024-2-15 CC.mp4,Bear,,2024-2-15,
/content/asl_app_data/dictionary/SG ASL Bear (Animal) 2 2024-2-16 CC.mp4,SG ASL Bear (Animal) 2 2024-2-16 CC.mp4,,Bear Animal,2024-2-16,
/content/asl_app_data/dictionary/SG ASL Bear (Birth) 2 2024-2-16 CC.mp4,SG ASL Bear (Birth) 2 2024-2-16 CC.mp4,,Bear Birth,2024-2-16,
/content/asl_app_data/dictionary/SG ASL Bear (Support) 2 2024-2-18 CC.mp4,SG ASL Bear (Support) 2 2024-2-18 CC.mp4,,Bear Support,2024-2-18,
/content/asl_app_data/dictionary/SG ASL Bear (Variant) 2024-2-18 CC.mp4,SG ASL Bear (Variant) 2024-2-18 CC.mp4,,Bear Variant,2024-2-18,
/content/asl_app_data/dictionary/SG ASL Bear in Mind 2024-2-19 CC.mp4,SG ASL Bear in Mind 2024-2-19 CC.mp4,,Bear in Mind,2024-2-19,
/content/asl_app_data/dictionary/SG ASL Beard (Alt) 2024-2-20 CC.mp4,SG ASL Beard (Alt) 2024-2-20 CC.mp4,Beard,,2024-2-20,
/content/asl_app_data/dictionary/SG ASL Beast 1 2024-2-20 CC.mp4,SG ASL Beast 1 2024-2-20 CC.mp4,Beast,,2024-2-20,
/content/asl_app_data/dictionary/SG ASL Beat Around the Bush 1 2024-2-23 CC.mp4,SG ASL Beat Around the Bush 1 2024-2-23 CC.mp4,,Beat Around the Bush,2024-2-23,
/content/asl_app_data/dictionary/SG ASL Beat (Me) 2 2024-2-21 CC.mp4,SG ASL Beat (Me) 2 2024-2-21 CC.mp4,,Beat Me,2024-2-21,
/content/asl_app_data/dictionary/SG ASL Beat (Mix) 2024-2-21 CC.mp4,SG ASL Beat (Mix) 2024-2-21 CC.mp4,,Beat Mix,2024-2-21,
/content/asl_app_data/dictionary/SG ASL Beat (Overcome) 2 2024-2-21 CC.mp4,SG ASL Beat (Overcome) 2 2024-2-21 CC.mp4,,Beat Overcome,2024-2-21,
"/content/asl_app_data/dictionary/SG ASL Beat (Overcome, Alt) 1 2024-2-21 CC.mp4","SG ASL Beat (Overcome, Alt) 1 2024-2-21 CC.mp4",,"Beat Overcome,",2024-2-21,
"/content/asl_app_data/dictionary/SG ASL Beat (Overcome, Variant) 1 2024-2-21 CC.mp4","SG ASL Beat (Overcome, Variant) 1 2024-2-21 CC.mp4",,"Beat Overcome, Variant",2024-2-21,
/content/asl_app_data/dictionary/SG ASL Beat (Sound) 1 2024-2-22 CC.mp4,SG ASL Beat (Sound) 1 2024-2-22 CC.mp4,,Beat Sound,2024-2-22,
"/content/asl_app_data/dictionary/SG ASL Beat (Sound, Alt) 2024-2-22 CC.mp4","SG ASL Beat (Sound, Alt) 2024-2-22 CC.mp4",,"Beat Sound,",2024-2-22,
/content/asl_app_data/dictionary/SG ASL Beat Up (Alt) 2 2024-2-23 CC.mp4,SG ASL Beat Up (Alt) 2 2024-2-23 CC.mp4,,Beat Up,2024-2-23,
/content/asl_app_data/dictionary/SG ASL Beau 2024-2-24 CC.mp4,SG ASL Beau 2024-2-24 CC.mp4,Beau,,2024-2-24,
/content/asl_app_data/dictionary/SG ASL Beauty 2024-2-24 CC.mp4,SG ASL Beauty 2024-2-24 CC.mp4,Beauty,,2024-2-24,
/content/asl_app_data/dictionary/SG ASL Became 1 2024-2-25 CC.mp4,SG ASL Became 1 2024-2-25 CC.mp4,Became,,2024-2-25,
/content/asl_app_data/dictionary/SG ASL Because 2 2024-2-25 CC.mp4,SG ASL Because 2 2024-2-25 CC.mp4,Because,,2024-2-25,
/content/asl_app_data/dictionary/SG ASL Beckon (Alt) 2024-2-25 CC.mp4,SG ASL Beckon (Alt) 2024-2-25 CC.mp4,Beckon,,2024-2-25,
/content/asl_app_data/dictionary/SG ASL Beckon (Variant) 2024-2-26 CC.mp4,SG ASL Beckon (Variant) 2024-2-26 CC.mp4,,Beckon Variant,2024-2-26,
/content/asl_app_data/dictionary/SG ASL Become 3 2024-2-26 CC.mp4,SG ASL Become 3 2024-2-26 CC.mp4,Become,,2024-2-26,
/content/asl_app_data/dictionary/SG ASL Bed 2024-3-1 CC.mp4,SG ASL Bed 2024-3-1 CC.mp4,Bed,,2024-3-1,
