path,filename,word,phrase,upload_date,token
/content/asl_app_data/dictionary/SG ASL Blow Off 2024-5-21 CC.mp4,SG ASL Blow Off 2024-5-21 CC.mp4,,Blow Off,2024-5-21,
/content/asl_app_data/dictionary/SG ASL Blow Up 2024-5-22 CC.mp4,SG ASL Blow Up 2024-5-22 CC.mp4,,Blow Up,2024-5-22,
/content/asl_app_data/dictionary/SG ASL Blow Up Balloon 2024-5-21 CC.mp4,SG ASL Blow Up Balloon 2024-5-21 CC.mp4,,Blow Up Balloon,2024-5-21,
/content/asl_app_data/dictionary/SG ASL Blow Up Explosion 2024-5-21 CC.mp4,SG ASL Blow Up Explosion 2024-5-21 CC.mp4,,Blow Up Explosion,2024-5-21,
/content/asl_app_data/dictionary/SG ASL Blow it 2 2024-5-20 CC.mp4,SG ASL Blow it 2 2024-5-20 CC.mp4,,Blow it,2024-5-20,
/content/asl_app_data/dictionary/SG ASL Blue Collar 2 2024-5-22 CC.mp4,SG ASL Blue Collar 2 2024-5-22 CC.mp4,,Blue Collar,2024-5-22,
/content/asl_app_data/dictionary/SG ASL Blue Color 2024-5-23 CC.mp4,SG ASL Blue Color 2024-5-23 CC.mp4,,Blue Color,2024-5-23,
/content/asl_app_data/dictionary/SG ASL Blue Color Deep 2024-5-23 CC.mp4,SG ASL Blue Color Deep 2024-5-23 CC.mp4,,Blue Color Deep,2024-5-23,
/content/asl_app_data/dictionary/SG ASL Blue Color Light 2 2024-5-23 CC.mp4,SG ASL Blue Color Light 2 2024-5-23 CC.mp4,,Blue Color Light,2024-5-23,
/content/asl_app_data/dictionary/SG ASL Blue Sad Alt 2024-5-23 CC.mp4,SG ASL Blue Sad Alt 2024-5-23 CC.mp4,,Blue Sad,2024-5-23,
/content/asl_app_data/dictionary/SG ASL Blueberry 2 2024-5-24 CC.mp4,SG ASL Blueberry 2 2024-5-24 CC.mp4,Blueberry,,2024-5-24,
/content/asl_app_data/dictionary/SG ASL Blueprint 2024-5-24 CC.mp4,SG ASL Blueprint 2024-5-24 CC.mp4,Blueprint,,2024-5-24,
/content/asl_app_data/dictionary/SG ASL Bluff 2024-5-24 CC.mp4,SG ASL Bluff 2024-5-24 CC.mp4,Bluff,,2024-5-24,
/content/asl_app_data/dictionary/SG ASL Blunder 2024-5-27 CC.mp4,SG ASL Blunder 2024-5-27 CC.mp4,Blunder,,2024-5-27,
/content/asl_app_data/dictionary/SG ASL Blunder Extended 2024-5-24 CC.mp4,SG ASL Blunder Extended 2024-5-24 CC.mp4,,Blunder Extended,2024-5-24,
/content/asl_app_data/dictionary/SG ASL Blunt 2024-5-28 CC.mp4,SG ASL Blunt 2024-5-28 CC.mp4,Blunt,,2024-5-28,
/content/asl_app_data/dictionary/SG ASL Blur 2 2024-5-28 CC.mp4,SG ASL Blur 2 2024-5-28 CC.mp4,Blur,,2024-5-28,
/content/asl_app_data/dictionary/SG ASL Blurt Alt 2024-5-28 CC.mp4,SG ASL Blurt Alt 2024-5-28 CC.mp4,Blurt,,2024-5-28,
/content/asl_app_data/dictionary/SG ASL Blush 2 2024-5-28 CC.mp4,SG ASL Blush 2 2024-5-28 CC.mp4,Blush,,2024-5-28,
/content/asl_app_data/dictionary/SG ASL Bluster 2024-5-29 CC.mp4,SG ASL Bluster 2024-5-29 CC.mp4,Bluster,,2024-5-29,
/content/asl_app_data/dictionary/SG ASL Blustery 2024-5-29 CC.mp4,SG ASL Blustery 2024-5-29 CC.mp4,Blustery,,2024-5-29,
/content/asl_app_data/dictionary/SG ASL Board Commitee 2024-5-29 CC.mp4,SG ASL Board Commitee 2024-5-29 CC.mp4,,Board Commitee,2024-5-29,
/content/asl_app_data/dictionary/SG ASL Board Directors 2024-5-29 CC.mp4,SG ASL Board Directors 2024-5-29 CC.mp4,,Board Directors,2024-5-29,
/content/asl_app_data/dictionary/SG ASL Board Plank 1 2024-5-30 CC.mp4,SG ASL Board Plank 1 2024-5-30 CC.mp4,,Board Plank,2024-5-30,
/content/asl_app_data/dictionary/SG ASL Board Room 2024-5-30 CC.mp4,SG ASL Board Room 2024-5-30 CC.mp4,,Board Room,2024-5-30,
/content/asl_app_data/dictionary/SG ASL Board Trustee 2024-5-30 CC.mp4,SG ASL Board Trustee 2024-5-30 CC.mp4,,Board Trustee,2024-5-30,
/content/asl_app_data/dictionary/SG ASL Boardgame 2024-5-31 CC.mp4,SG ASL Boardgame 2024-5-31 CC.mp4,Boardgame,,2024-5-31,
/content/asl_app_data/dictionary/SG ASL Boardgame Variant 2024-5-30 CC.mp4,SG ASL Boardgame Variant 2024-5-30 CC.mp4,,Boardgame Variant,2024-5-30,
/content/asl_app_data/dictionary/SG ASL Boast 2024-6-1 CC.mp4,SG ASL Boast 2024-6-1 CC.mp4,Boast,,2024-6-1,
/content/asl_app_data/dictionary/SG ASL Boat 2024-6-2 CC.mp4,SG ASL Boat 2024-6-2 CC.mp4,Boat,,2024-6-2,
/content/asl_app_data/dictionary/SG ASL Boat Extended 2024-6-1 CC.mp4,SG ASL Boat Extended 2024-6-1 CC.mp4,,Boat Extended,2024-6-1,
/content/asl_app_data/dictionary/SG ASL Body 2024-6-2 CC.mp4,SG ASL Body 2024-6-2 CC.mp4,Body,,2024-6-2,
/content/asl_app_data/dictionary/SG ASL Body Language 2024-6-2 CC.mp4,SG ASL Body Language 2024-6-2 CC.mp4,,Body Language,2024-6-2,
/content/asl_app_data/dictionary/SG ASL Bog (Stuck) 2024-6-2 CC.mp4,SG ASL Bog (Stuck) 2024-6-2 CC.mp4,,Bog Stuck,2024-6-2,
/content/asl_app_data/dictionary/SG ASL Bogus 2024-6-3 CC.mp4,SG ASL Bogus 2024-6-3 CC.mp4,Bogus,,2024-6-3,
/content/asl_app_data/dictionary/SG ASL Boil 2024-6-3 CC.mp4,SG ASL Boil 2024-6-3 CC.mp4,Boil,,2024-6-3,
/content/asl_app_data/dictionary/SG ASL Bold 2024-6-3 CC.mp4,SG ASL Bold 2024-6-3 CC.mp4,Bold,,2024-6-3,
/content/asl_app_data/dictionary/SG ASL Bolivia 2024-6-3 CC.mp4,SG ASL Bolivia 2024-6-3 CC.mp4,Bolivia,,2024-6-3,
/content/asl_app_data/dictionary/SG ASL Bolo Tie 2024-6-4 CC.mp4,SG ASL Bolo Tie 2024-6-4 CC.mp4,,Bolo Tie,2024-6-4,
/content/asl_app_data/dictionary/SG ASL Bolt Lightning 2024-6-4 CC.mp4,SG ASL Bolt Lightning 2024-6-4 CC.mp4,,Bolt Lightning,2024-6-4,
/content/asl_app_data/dictionary/SG ASL Bolt Metal 2024-6-5 CC.mp4,SG ASL Bolt Metal 2024-6-5 CC.mp4,,Bolt Metal,2024-6-5,
/content/asl_app_data/dictionary/SG ASL Bolt Run 2024-6-5 CC.mp4,SG ASL Bolt Run 2024-6-5 CC.mp4,,Bolt Run,2024-6-5,
/content/asl_app_data/dictionary/SG ASL Bomb 2024-6-6 CC.mp4,SG ASL Bomb 2024-6-6 CC.mp4,Bomb,,2024-6-6,
/content/asl_app_data/dictionary/SG ASL Bombard 2024-6-5 CC.mp4,SG ASL Bombard 2024-6-5 CC.mp4,Bombard,,2024-6-5,
/content/asl_app_data/dictionary/SG ASL Bomber 2 2024-6-5 CC.mp4,SG ASL Bomber 2 2024-6-5 CC.mp4,Bomber,,2024-6-5,
/content/asl_app_data/dictionary/SG ASL Bond 2 2024-6-6 CC.mp4,SG ASL Bond 2 2024-6-6 CC.mp4,Bond,,2024-6-6,
/content/asl_app_data/dictionary/SG ASL Bond OTher 2024-6-7 CC.mp4,SG ASL Bond OTher 2024-6-7 CC.mp4,,Bond OTher,2024-6-7,
/content/asl_app_data/dictionary/SG ASL Bond Variant 2024-6-7 CC.mp4,SG ASL Bond Variant 2024-6-7 CC.mp4,,Bond Variant,2024-6-7,
/content/asl_app_data/dictionary/SG ASL Bondage 2024-6-8 CC.mp4,SG ASL Bondage 2024-6-8 CC.mp4,Bondage,,2024-6-8,
/content/asl_app_data/dictionary/SG ASL Bone 2024-6-8 CC.mp4,SG ASL Bone 2024-6-8 CC.mp4,Bone,,2024-6-8,
/content/asl_app_data/dictionary/SG ASL Bonfire 2024-6-9 CC.mp4,SG ASL Bonfire 2024-6-9 CC.mp4,Bonfire,,2024-6-9,
/content/asl_app_data/dictionary/SG ASL Bongos 2024-6-9 CC.mp4,SG ASL Bongos 2024-6-9 CC.mp4,Bongos,,2024-6-9,
/content/asl_app_data/dictionary/SG ASL Boo 2024-6-19 CC.mp4,SG ASL Boo 2024-6-19 CC.mp4,Boo,,2024-6-19,
/content/asl_app_data/dictionary/SG ASL Book 2 2024-6-9 CC.mp4,SG ASL Book 2 2024-6-9 CC.mp4,Book,,2024-6-9,
/content/asl_app_data/dictionary/SG ASL Book Extended 2024-6-9 CC.mp4,SG ASL Book Extended 2024-6-9 CC.mp4,,Book Extended,2024-6-9,
/content/asl_app_data/dictionary/SG ASL Bookcase 2024-6-9 CC.mp4,SG ASL Bookcase 2024-6-9 CC.mp4,Bookcase,,2024-6-9,
/content/asl_app_data/dictionary/SG ASL Bookcover 2 2024-6-10 CC.mp4,SG ASL Bookcover 2 2024-6-10 CC.mp4,Bookcover,,2024-6-10,
/content/asl_app_data/dictionary/SG ASL Bookish 1 2024-6-10 CC.mp4,SG ASL Bookish 1 2024-6-10 CC.mp4,Bookish,,2024-6-10,
/content/asl_app_data/dictionary/SG ASL Bookkeeping 1 2024-6-10 CC.mp4,SG ASL Bookkeeping 1 2024-6-10 CC.mp4,Bookkeeping,,2024-6-10,
/content/asl_app_data/dictionary/SG ASL Booklet 2024-6-11 CC.mp4,SG ASL Booklet 2024-6-11 CC.mp4,Booklet,,2024-6-11,
/content/asl_app_data/dictionary/SG ASL Bookmark 1 2024-6-12 CC.mp4,SG ASL Bookmark 1 2024-6-12 CC.mp4,Bookmark,,2024-6-12,
/content/asl_app_data/dictionary/SG ASL Bookshelves 2024-6-12 CC.mp4,SG ASL Bookshelves 2024-6-12 CC.mp4,Bookshelves,,2024-6-12,
/content/asl_app_data/dictionary/SG ASL Bookstore 1 2024-6-12 CC.mp4,SG ASL Bookstore 1 2024-6-12 CC.mp4,Bookstore,,2024-6-12,
/content/asl_app_data/dictionary/SG ASL Boom 2024-6-13 CC.mp4,SG ASL Boom 2024-6-13 CC.mp4,Boom,,2024-6-13,
/content/asl_app_data/dictionary/SG ASL Boom Town 1 2024-6-12 CC.mp4,SG ASL Boom Town 1 2024-6-12 CC.mp4,,Boom Town,2024-6-12,
/content/asl_app_data/dictionary/SG ASL Booming 2024-6-13 CC.mp4,SG ASL Booming 2024-6-13 CC.mp4,Booming,,2024-6-13,
/content/asl_app_data/dictionary/SG ASL Boost 2024-6-13 CC.mp4,SG ASL Boost 2024-6-13 CC.mp4,Boost,,2024-6-13,
/content/asl_app_data/dictionary/SG ASL Boost Up 2024-6-13 CC.mp4,SG ASL Boost Up 2024-6-13 CC.mp4,,Boost Up,2024-6-13,
/content/asl_app_data/dictionary/SG ASL Boost Variant 2024-6-13 CC.mp4,SG ASL Boost Variant 2024-6-13 CC.mp4,,Boost Variant,2024-6-13,
/content/asl_app_data/dictionary/SG ASL Boots Alt 2024-6-18 CC.mp4,SG ASL Boots Alt 2024-6-18 CC.mp4,Boots,,2024-6-18,
/content/asl_app_data/dictionary/SG ASL Booze 2024-6-18 CC.mp4,SG ASL Booze 2024-6-18 CC.mp4,Booze,,2024-6-18,
/content/asl_app_data/dictionary/SG ASL Border Alt 2 2024-6-19 CC.mp4,SG ASL Border Alt 2 2024-6-19 CC.mp4,Border,,2024-6-19,
/content/asl_app_data/dictionary/SG ASL Bore 2024-6-20 CC.mp4,SG ASL Bore 2024-6-20 CC.mp4,Bore,,2024-6-20,
/content/asl_app_data/dictionary/SG ASL Bore Another 2024-6-20 CC.mp4,SG ASL Bore Another 2024-6-20 CC.mp4,,Bore Another,2024-6-20,
/content/asl_app_data/dictionary/SG ASL Bore Other 2024-6-20 CC.mp4,SG ASL Bore Other 2024-6-20 CC.mp4,,Bore Other,2024-6-20,
/content/asl_app_data/dictionary/SG ASL Bore Variant 2024-6-20 CC.mp4,SG ASL Bore Variant 2024-6-20 CC.mp4,,Bore Variant,2024-6-20,
/content/asl_app_data/dictionary/SG ASL Born Alt 2024-6-21 CC.mp4,SG ASL Born Alt 2024-6-21 CC.mp4,Born,,2024-6-21,
/content/asl_app_data/dictionary/SG ASL Born Again 2024-6-21 CC.mp4,SG ASL Born Again 2024-6-21 CC.mp4,,Born Again,2024-6-21,
/content/asl_app_data/dictionary/SG ASL Born Again Christian 2024-6-21 CC.mp4,SG ASL Born Again Christian 2024-6-21 CC.mp4,,Born Again Christian,2024-6-21,
/content/asl_app_data/dictionary/SG ASL Borrow From Me 2 2024-6-23 CC.mp4,SG ASL Borrow From Me 2 2024-6-23 CC.mp4,,Borrow From Me,2024-6-23,
/content/asl_app_data/dictionary/SG ASL Borrow From Someone 2024-6-23 CC.mp4,SG ASL Borrow From Someone 2024-6-23 CC.mp4,,Borrow From Someone,2024-6-23,
/content/asl_app_data/dictionary/SG ASL Boss Combined 2024-6-23 CC.mp4,SG ASL Boss Combined 2024-6-23 CC.mp4,,Boss Combined,2024-6-23,
/content/asl_app_data/dictionary/SG ASL Boss Variant 2024-6-24 CC.mp4,SG ASL Boss Variant 2024-6-24 CC.mp4,,Boss Variant,2024-6-24,
/content/asl_app_data/dictionary/SG ASL Bossy 2024-6-24 CC.mp4,SG ASL Bossy 2024-6-24 CC.mp4,Bossy,,2024-6-24,
/content/asl_app_data/dictionary/SG ASL Boston 2024-6-24 CC.mp4,SG ASL Boston 2024-6-24 CC.mp4,Boston,,2024-6-24,
/content/asl_app_data/dictionary/SG ASL Both 3 2024-6-24 CC.mp4,SG ASL Both 3 2024-6-24 CC.mp4,Both,,2024-6-24,
/content/asl_app_data/dictionary/SG ASL Both of Us 2024-6-24 CC.mp4,SG ASL Both of Us 2024-6-24 CC.mp4,,Both of Us,2024-6-24,
/content/asl_app_data/dictionary/SG ASL Both of Us Variant 2024-6-24 CC.mp4,SG ASL Both of Us Variant 2024-6-24 CC.mp4,,Both of Us Variant,2024-6-24,
/content/asl_app_data/dictionary/SG ASL Bother 2024-6-25 CC.mp4,SG ASL Bother 2024-6-25 CC.mp4,Bother,,2024-6-25,
/content/asl_app_data/dictionary/SG ASL Bother Someone 2024-6-25 CC.mp4,SG ASL Bother Someone 2024-6-25 CC.mp4,,Bother Someone,2024-6-25,
/content/asl_app_data/dictionary/SG ASL Bother Someone Extended 2024-6-24 CC.mp4,SG ASL Bother Someone Extended 2024-6-24 CC.mp4,,Bother Someone Extended,2024-6-24,
/content/asl_app_data/dictionary/SG ASL Bottle 2 2024-6-25 CC.mp4,SG ASL Bottle 2 2024-6-25 CC.mp4,Bottle,,2024-6-25,
/content/asl_app_data/dictionary/SG ASL Bottle Neck Alt 2024-6-25 CC.mp4,SG ASL Bottle Neck Alt 2024-6-25 CC.mp4,,Bottle Neck,2024-6-25,
/content/asl_app_data/dictionary/SG ASL Bottom Below 2024-6-26 CC.mp4,SG ASL Bottom Below 2024-6-26 CC.mp4,,Bottom Below,2024-6-26,
/content/asl_app_data/dictionary/SG ASL Bottom Butt 2024-6-26 CC.mp4,SG ASL Bottom Butt 2024-6-26 CC.mp4,,Bottom Butt,2024-6-26,
/content/asl_app_data/dictionary/SG ASL Boulder 2 2024-6-27 CC.mp4,SG ASL Boulder 2 2024-6-27 CC.mp4,Boulder,,2024-6-27,
/content/asl_app_data/dictionary/SG ASL Bounce Alt 2024-6-27 CC.mp4,SG ASL Bounce Alt 2024-6-27 CC.mp4,Bounce,,2024-6-27,
/content/asl_app_data/dictionary/SG ASL Bounce Email 2024-6-27 CC.mp4,SG ASL Bounce Email 2024-6-27 CC.mp4,,Bounce Email,2024-6-27,
/content/asl_app_data/dictionary/SG ASL Boundary 2 2024-6-28 CC.mp4,SG ASL Boundary 2 2024-6-28 CC.mp4,Boundary,,2024-6-28,
/content/asl_app_data/dictionary/SG ASL Boundary Line 2024-6-30 CC.mp4,SG ASL Boundary Line 2024-6-30 CC.mp4,,Boundary Line,2024-6-30,
/content/asl_app_data/dictionary/SG ASL Bow Archery Alt 2024-6-30 CC.mp4,SG ASL Bow Archery Alt 2024-6-30 CC.mp4,,Bow Archery,2024-6-30,
/content/asl_app_data/dictionary/SG ASL Bow Gift Alt 2024-6-30 CC.mp4,SG ASL Bow Gift Alt 2024-6-30 CC.mp4,,Bow Gift,2024-6-30,
/content/asl_app_data/dictionary/SG ASL Bow Salute 2024-7-2 CC.mp4,SG ASL Bow Salute 2024-7-2 CC.mp4,,Bow Salute,2024-7-2,
/content/asl_app_data/dictionary/SG ASL Bow Salute Down 2024-7-1 CC.mp4,SG ASL Bow Salute Down 2024-7-1 CC.mp4,,Bow Salute Down,2024-7-1,
/content/asl_app_data/dictionary/SG ASL Bow Salute Down Extended 2024-7-1 CC.mp4,SG ASL Bow Salute Down Extended 2024-7-1 CC.mp4,,Bow Salute Down Extended,2024-7-1,
/content/asl_app_data/dictionary/SG ASL Bow Salute Extended 2024-7-2 CC.mp4,SG ASL Bow Salute Extended 2024-7-2 CC.mp4,,Bow Salute Extended,2024-7-2,
/content/asl_app_data/dictionary/SG ASL Bowl 2024-7-3 CC.mp4,SG ASL Bowl 2024-7-3 CC.mp4,Bowl,,2024-7-3,
/content/asl_app_data/dictionary/SG ASL Bowling Alt 2 2024-7-2 CC.mp4,SG ASL Bowling Alt 2 2024-7-2 CC.mp4,Bowling,,2024-7-2,
/content/asl_app_data/dictionary/SG ASL Bowling Ball Alt 2024-7-2 CC.mp4,SG ASL Bowling Ball Alt 2024-7-2 CC.mp4,,Bowling Ball,2024-7-2,
/content/asl_app_data/dictionary/SG ASL Bowtie 2024-7-3 CC.mp4,SG ASL Bowtie 2024-7-3 CC.mp4,Bowtie,,2024-7-3,
/content/asl_app_data/dictionary/SG ASL Box 2 2024-7-3 CC.mp4,SG ASL Box 2 2024-7-3 CC.mp4,Box,,2024-7-3,
/content/asl_app_data/dictionary/SG ASL Boxing 2024-7-4 CC.mp4,SG ASL Boxing 2024-7-4 CC.mp4,Boxing,,2024-7-4,
/content/asl_app_data/dictionary/SG ASL Boxing Glove 2 2024-7-4 CC.mp4,SG ASL Boxing Glove 2 2024-7-4 CC.mp4,,Boxing Glove,2024-7-4,
/content/asl_app_data/dictionary/SG ASL Boycott 2024-7-4 CC.mp4,SG ASL Boycott 2024-7-4 CC.mp4,Boycott,,2024-7-4,
/content/asl_app_data/dictionary/SG ASL Boyfriend 2 2024-7-4 CC.mp4,SG ASL Boyfriend 2 2024-7-4 CC.mp4,Boyfriend,,2024-7-4,
/content/asl_app_data/dictionary/SG ASL Boyscout 2024-7-5 CC.mp4,SG ASL Boyscout 2024-7-5 CC.mp4,Boyscout,,2024-7-5,
/content/asl_app_data/dictionary/SG ASL Bra 2024-7-13 CC.mp4,SG ASL Bra 2024-7-13 CC.mp4,Bra,,2024-7-13,
/content/asl_app_data/dictionary/SG ASL Brace Yourself 2 2024-7-6 CC.mp4,SG ASL Brace Yourself 2 2024-7-6 CC.mp4,,Brace Yourself,2024-7-6,
/content/asl_app_data/dictionary/SG ASL Bracelet 2024-7-6 CC.mp4,SG ASL Bracelet 2024-7-6 CC.mp4,Bracelet,,2024-7-6,
/content/asl_app_data/dictionary/SG ASL Braces 2 2024-7-6 CC.mp4,SG ASL Braces 2 2024-7-6 CC.mp4,Braces,,2024-7-6,
/content/asl_app_data/dictionary/SG ASL Brag 2024-7-7 CC.mp4,SG ASL Brag 2024-7-7 CC.mp4,Brag,,2024-7-7,
/content/asl_app_data/dictionary/SG ASL Braggart 2024-7-7 CC.mp4,SG ASL Braggart 2024-7-7 CC.mp4,Braggart,,2024-7-7,
/content/asl_app_data/dictionary/SG ASL Braid 1 2024-7-7 CC.mp4,SG ASL Braid 1 2024-7-7 CC.mp4,Braid,,2024-7-7,
/content/asl_app_data/dictionary/SG ASL Braid Hairstyle 1 2024-7-7 CC.mp4,SG ASL Braid Hairstyle 1 2024-7-7 CC.mp4,,Braid Hairstyle,2024-7-7,
/content/asl_app_data/dictionary/SG ASL Braid Hairstyle Back 2024-7-8 CC.mp4,SG ASL Braid Hairstyle Back 2024-7-8 CC.mp4,,Braid Hairstyle Back,2024-7-8,
/content/asl_app_data/dictionary/SG ASL Braid Hairstyle 2 Handed 2024-7-8 CC.mp4,SG ASL Braid Hairstyle 2 Handed 2024-7-8 CC.mp4,,Braid Hairstyle Handed,2024-7-8,
/content/asl_app_data/dictionary/SG ASL Braille 2024-7-8 CC.mp4,SG ASL Braille 2024-7-8 CC.mp4,Braille,,2024-7-8,
/content/asl_app_data/dictionary/SG ASL Brain 2024-7-8 CC.mp4,SG ASL Brain 2024-7-8 CC.mp4,Brain,,2024-7-8,
/content/asl_app_data/dictionary/SG ASL Brainless 2024-7-8 CC.mp4,SG ASL Brainless 2024-7-8 CC.mp4,Brainless,,2024-7-8,
/content/asl_app_data/dictionary/SG ASL Brainstorm 2 2024-7-8 CC.mp4,SG ASL Brainstorm 2 2024-7-8 CC.mp4,Brainstorm,,2024-7-8,
/content/asl_app_data/dictionary/SG ASL Brainwash 2024-7-8 CC.mp4,SG ASL Brainwash 2024-7-8 CC.mp4,Brainwash,,2024-7-8,
/content/asl_app_data/dictionary/SG ASL Brake Alt 2024-7-8 CC.mp4,SG ASL Brake Alt 2024-7-8 CC.mp4,Brake,,2024-7-8,
/content/asl_app_data/dictionary/SG ASL Brampton 2024-7-9 CC.mp4,SG ASL Brampton 2024-7-9 CC.mp4,Brampton,,2024-7-9,
/content/asl_app_data/dictionary/SG ASL Branch 2 2024-7-9 CC.mp4,SG ASL Branch 2 2024-7-9 CC.mp4,Branch,,2024-7-9,
/content/asl_app_data/dictionary/SG ASL Branch Path 2024-7-10 CC.mp4,SG ASL Branch Path 2024-7-10 CC.mp4,,Branch Path,2024-7-10,
/content/asl_app_data/dictionary/SG ASL Brand 2024-7-10 CC.mp4,SG ASL Brand 2024-7-10 CC.mp4,Brand,,2024-7-10,
/content/asl_app_data/dictionary/SG ASL Brand New 2024-7-10 CC.mp4,SG ASL Brand New 2024-7-10 CC.mp4,,Brand New,2024-7-10,
/content/asl_app_data/dictionary/SG ASL Brat 2024-7-11 CC.mp4,SG ASL Brat 2024-7-11 CC.mp4,Brat,,2024-7-11,
/content/asl_app_data/dictionary/SG ASL Bratislava 2024-7-11 CC.mp4,SG ASL Bratislava 2024-7-11 CC.mp4,Bratislava,,2024-7-11,
/content/asl_app_data/dictionary/SG ASL Brave 2024-7-11 CC.mp4,SG ASL Brave 2024-7-11 CC.mp4,Brave,,2024-7-11,
/content/asl_app_data/dictionary/SG ASL Brawl 2 2024-7-11 CC.mp4,SG ASL Brawl 2 2024-7-11 CC.mp4,Brawl,,2024-7-11,
/content/asl_app_data/dictionary/SG ASL Brazil 2024-7-15 CC.mp4,SG ASL Brazil 2024-7-15 CC.mp4,Brazil,,2024-7-15,
/content/asl_app_data/dictionary/SG ASL Breach 2 2024-7-13 CC.mp4,SG ASL Breach 2 2024-7-13 CC.mp4,Breach,,2024-7-13,
/content/asl_app_data/dictionary/SG ASL Breach Variant 2 2024-7-14 CC.mp4,SG ASL Breach Variant 2 2024-7-14 CC.mp4,,Breach Variant,2024-7-14,
/content/asl_app_data/dictionary/SG ASL Bread Alt 2024-7-14 CC.mp4,SG ASL Bread Alt 2024-7-14 CC.mp4,Bread,,2024-7-14,
/content/asl_app_data/dictionary/SG ASL Break 2 2024-7-14 CC.mp4,SG ASL Break 2 2024-7-14 CC.mp4,Break,,2024-7-14,
/content/asl_app_data/dictionary/SG ASL Break Pause 2024-7-14 CC.mp4,SG ASL Break Pause 2024-7-14 CC.mp4,,Break Pause,2024-7-14,
/content/asl_app_data/dictionary/SG ASL Breakdown 2024-7-15 CC.mp4,SG ASL Breakdown 2024-7-15 CC.mp4,Breakdown,,2024-7-15,
/content/asl_app_data/dictionary/SG ASL Breakdown Mental 2024-7-15 CC.mp4,SG ASL Breakdown Mental 2024-7-15 CC.mp4,,Breakdown Mental,2024-7-15,
/content/asl_app_data/dictionary/SG ASL Breakfast 2 2024-7-15 CC.mp4,SG ASL Breakfast 2 2024-7-15 CC.mp4,Breakfast,,2024-7-15,
/content/asl_app_data/dictionary/SG ASL Breakfast Time 2024-7-16 CC.mp4,SG ASL Breakfast Time 2024-7-16 CC.mp4,,Breakfast Time,2024-7-16,
/content/asl_app_data/dictionary/SG ASL Breaking In 2024-7-20 CC.mp4,SG ASL Breaking In 2024-7-20 CC.mp4,,Breaking In,2024-7-20,
/content/asl_app_data/dictionary/SG ASL Breakout 2024-7-22 CC.mp4,SG ASL Breakout 2024-7-22 CC.mp4,Breakout,,2024-7-22,
/content/asl_app_data/dictionary/SG ASL Breakup 2 2024-7-22 CC.mp4,SG ASL Breakup 2 2024-7-22 CC.mp4,Breakup,,2024-7-22,
/content/asl_app_data/dictionary/SG ASL Breast 2024-7-24 CC.mp4,SG ASL Breast 2024-7-24 CC.mp4,Breast,,2024-7-24,
/content/asl_app_data/dictionary/SG ASL Breast Feed 2024-7-23 CC.mp4,SG ASL Breast Feed 2024-7-23 CC.mp4,,Breast Feed,2024-7-23,
/content/asl_app_data/dictionary/SG ASL Breastmilk 2024-7-23 CC.mp4,SG ASL Breastmilk 2024-7-23 CC.mp4,Breastmilk,,2024-7-23,
/content/asl_app_data/dictionary/SG ASL Breaststroke 2024-7-24 CC.mp4,SG ASL Breaststroke 2024-7-24 CC.mp4,Breaststroke,,2024-7-24,
/content/asl_app_data/dictionary/SG ASL Breathe 2024-7-25 CC.mp4,SG ASL Breathe 2024-7-25 CC.mp4,Breathe,,2024-7-25,
/content/asl_app_data/dictionary/SG ASL Breathe Deep 2024-7-24 CC.mp4,SG ASL Breathe Deep 2024-7-24 CC.mp4,,Breathe Deep,2024-7-24,
/content/asl_app_data/dictionary/SG ASL Breeze Alt 2024-7-26 CC.mp4,SG ASL Breeze Alt 2024-7-26 CC.mp4,Breeze,,2024-7-26,
/content/asl_app_data/dictionary/SG ASL Breezy 2 2024-7-25 CC.mp4,SG ASL Breezy 2 2024-7-25 CC.mp4,Breezy,,2024-7-25,
/content/asl_app_data/dictionary/SG ASL Bribe Alt 2 2024-7-26 CC.mp4,SG ASL Bribe Alt 2 2024-7-26 CC.mp4,Bribe,,2024-7-26,
/content/asl_app_data/dictionary/SG ASL Brick 2 2024-7-26 CC.mp4,SG ASL Brick 2 2024-7-26 CC.mp4,Brick,,2024-7-26,
/content/asl_app_data/dictionary/SG ASL Bridge 2 2024-7-26 CC.mp4,SG ASL Bridge 2 2024-7-26 CC.mp4,Bridge,,2024-7-26,
/content/asl_app_data/dictionary/SG ASL Brief Alt 2024-7-27 CC.mp4,SG ASL Brief Alt 2024-7-27 CC.mp4,Brief,,2024-7-27,
/content/asl_app_data/dictionary/SG ASL BriefCase 1 2024-7-27 CC.mp4,SG ASL BriefCase 1 2024-7-27 CC.mp4,BriefCase,,2024-7-27,
/content/asl_app_data/dictionary/SG ASL Bright 1 2024-7-27 CC.mp4,SG ASL Bright 1 2024-7-27 CC.mp4,Bright,,2024-7-27,
/content/asl_app_data/dictionary/SG ASL Bright Smart 1 2024-7-27 CC.mp4,SG ASL Bright Smart 1 2024-7-27 CC.mp4,,Bright Smart,2024-7-27,
/content/asl_app_data/dictionary/SG ASL Brimful 2 2024-7-28 CC.mp4,SG ASL Brimful 2 2024-7-28 CC.mp4,Brimful,,2024-7-28,
/content/asl_app_data/dictionary/SG ASL Bring 2024-7-28 CC.mp4,SG ASL Bring 2024-7-28 CC.mp4,Bring,,2024-7-28,
